Complex_Phrase,frequency,length,aoa,syllable_count,binary_complex,familiarity,concreteness,imaginability,aoa_gpt,CEFR_Level,cluster
asylum,3.99,6,8.0,3,1,3.0,2.5,2.0,12.0,B2,3
diabetes,4.17,8,8.0,4,0,4.0,2.5,2.0,10.0,B2,0
diplomat,3.69,8,8.0,3,1,3.8,2.5,2.0,10.0,B2,0
assurance,3.81,9,8.0,3,1,3.5,2.5,2.0,8.0,B2,0
assumption,4.07,10,8.0,3,1,3.5,2.0,2.5,8.0,B2,0
assumption,4.07,10,8.0,3,1,3.5,2.0,2.5,8.0,B2,0
diplomatic,4.11,10,8.0,4,1,3.5,2.0,2.5,12.0,B2,0
diplomatic,4.11,10,8.0,4,1,3.5,2.1,2.3,12.0,B2,0
apparently,4.8,10,8.0,3,1,4.0,1.5,1.2,8.0,B2,5
apparently,4.8,10,8.0,3,1,4.0,1.5,1.5,8.0,B2,5
economist,3.87,9,8.0,4,1,4.0,2.5,2.0,12.0,B2,0
economist,3.87,9,8.0,4,1,4.0,2.5,2.0,12.0,B2,0
analysis,4.91,8,8.0,4,1,4.0,2.0,2.5,10.0,B2,5
analysis,4.91,8,8.0,4,1,4.0,2.0,2.5,10.0,B2,5
efficient,4.42,9,8.0,3,1,4.0,2.0,2.5,8.0,B2,5
efficient,4.42,9,8.0,3,1,4.0,2.0,2.5,10.0,B2,0
electoral,4.12,9,8.0,4,0,3.5,2.0,2.0,12.0,C1,0
electoral,4.12,9,8.0,4,0,3.5,2.0,2.0,12.0,B2,0
amber,3.97,5,8.0,2,0,3.5,4.2,4.0,8.0,B2,1
alter,4.05,5,8.0,2,0,3.5,2.5,2.0,8.0,B2,3
alter,4.05,5,8.0,2,0,3.5,2.5,2.0,8.0,B2,3
analyst,4.03,7,8.0,3,1,4.0,2.5,2.0,10.0,B2,0
anxiety,4.45,7,8.0,4,1,4.0,2.0,2.5,8.0,B2,5
anxiety,4.45,7,8.0,4,1,4.0,2.0,3.0,8.0,B2,5
atop,3.63,4,8.0,2,1,3.0,2.5,2.0,8.0,C1,3
barbed,3.27,6,8.0,2,1,2.5,3.0,3.0,10.0,B2,1
barbed,3.27,6,8.0,2,1,2.5,3.0,3.5,10.0,B2,1
critical,4.83,8,8.0,3,1,4.0,2.0,2.5,8.0,B2,5
critical,4.83,8,8.0,3,1,4.0,2.0,2.5,8.0,B2,5
cracked,3.99,7,8.0,2,1,3.8,3.5,3.2,4.0,B2,1
data,5.34,4,8.0,2,0,4.0,2.0,2.5,8.0,B1,2
data,5.34,4,8.0,2,0,4.0,2.0,2.5,8.0,B1,2
coral,3.86,5,8.0,2,0,3.5,4.5,4.2,8.0,B2,1
barometer,3.18,9,8.0,4,1,3.0,3.5,3.0,10.0,B2,0
corporate,4.64,9,8.0,3,0,4.0,2.0,2.5,12.0,B2,0
corporate,4.64,9,8.0,3,0,4.0,2.0,2.5,12.0,B2,0
unity,4.22,5,8.0,3,1,4.0,2.5,3.0,8.0,B2,2
unity,4.22,5,8.0,3,1,4.0,2.5,3.0,8.0,B2,2
dense,3.98,5,8.0,1,1,3.5,3.0,2.5,8.0,B2,1
dense,3.98,5,8.0,1,1,3.5,2.5,2.0,8.0,B2,3
department,5.23,10,8.0,3,0,4.0,2.5,2.0,8.0,B1,5
department,5.23,10,8.0,3,0,4.0,2.5,2.0,8.0,B1,5
descent,3.93,7,8.0,2,1,3.5,3.2,3.0,8.0,B2,1
designate,3.37,9,8.0,3,1,3.5,2.0,2.5,10.0,C1,0
detention,3.96,9,8.0,3,1,3.5,3.0,2.5,8.0,B2,0
detention,3.96,9,8.0,3,1,3.5,2.5,2.0,8.0,B2,0
determine,4.63,9,8.0,3,1,4.0,2.0,2.5,8.0,B2,5
determine,4.63,9,8.0,3,1,4.0,2.0,2.5,8.0,B2,5
dehydration,3.31,11,8.0,4,1,3.5,3.0,3.0,10.0,B2,0
dehydration,3.31,11,8.0,4,1,3.5,2.5,2.0,10.0,B2,0
ban,4.55,3,8.0,1,1,3.8,2.5,2.0,7.0,B2,2
deceased,3.96,8,8.0,3,1,3.5,2.0,2.5,8.0,C1,0
decline,4.4,7,8.0,2,1,4.0,2.3,2.5,7.5,B2,2
decline,4.4,7,8.0,2,1,4.0,2.5,2.0,7.5,B2,2
militia,3.88,7,8.0,3,0,3.5,3.0,3.0,12.0,B2,0
militia,3.88,7,8.0,3,0,3.5,3.0,3.0,12.0,B2,0
backdrop,3.58,8,8.0,2,1,3.8,3.5,3.7,8.0,B2,1
incoming,3.93,8,8.0,3,0,3.0,2.5,2.0,8.0,B2,0
incoming,3.93,8,8.0,3,0,3.0,2.5,2.0,8.0,B2,0
resistance,4.55,10,8.0,3,1,3.8,2.3,2.5,8.0,B2,5
resistance,4.55,10,8.0,3,1,3.8,2.3,2.5,8.0,B2,5
residential,4.33,11,8.0,4,0,4.0,3.0,2.5,10.0,B2,0
pageantry,2.58,9,8.0,3,1,3.0,2.5,3.5,12.0,C1,0
inaugural,3.67,9,8.0,4,1,3.0,2.0,2.5,12.0,C1,0
inaugural,3.67,9,8.0,4,1,3.0,2.0,2.5,12.0,C1,0
inadequate,3.82,10,8.0,4,1,3.5,2.0,2.5,9.0,B2,0
presently,3.72,9,8.0,3,0,3.5,1.5,1.2,8.0,B2,0
presently,3.72,9,8.0,3,0,3.5,2.0,1.5,8.0,B2,0
preservation,4.01,12,8.0,4,1,3.5,2.5,2.8,8.0,B2,0
impose,3.92,6,8.0,2,1,3.5,2.0,2.0,9.0,B2,3
impose,3.92,6,8.0,2,1,3.5,2.1,2.0,9.0,B2,3
resource,4.39,8,8.0,2,0,4.0,3.0,3.5,8.0,B1,1
implement,4.2,9,8.0,3,1,3.8,2.5,2.0,10.0,B2,0
passion,4.44,7,8.0,2,0,4.5,2.0,3.0,7.0,B1,2
solitary,3.73,8,8.0,4,1,3.0,2.0,2.5,8.0,C1,0
solitary,3.73,8,8.0,4,1,3.5,2.0,3.0,10.0,B2,0
reputation,4.47,10,8.0,4,1,4.0,2.0,2.5,8.0,B2,5
reputation,4.47,10,8.0,4,1,4.0,2.0,2.5,8.0,B2,5
representation,4.34,14,8.0,5,0,3.5,2.5,2.8,8.0,B2,0
representation,4.34,14,8.0,5,0,3.5,2.5,2.0,8.0,B2,0
pavilion,3.62,8,8.0,3,0,3.0,3.5,3.5,10.0,B2,1
mechanism,4.27,9,8.0,3,1,3.5,2.5,2.0,10.0,B2,0
mechanism,4.27,9,8.0,3,1,3.5,2.5,2.0,10.0,B2,0
petition,4.3,8,8.0,3,0,3.0,2.5,2.0,10.0,B2,0
physics,4.39,7,8.0,2,0,4.0,2.5,2.0,12.0,B1,3
preserves,3.36,9,8.0,3,1,3.8,3.5,3.7,6.0,B2,1
originally,4.69,10,8.0,5,0,4.0,2.0,2.0,8.0,B2,5
plaza,3.91,5,8.0,2,0,3.8,4.2,3.5,8.0,B1,1
plaza,3.91,5,8.0,2,0,3.8,4.2,3.5,8.0,B1,1
resumption,3.09,10,8.0,3,1,3.0,2.0,2.5,10.0,C1,0
premier,4.56,7,8.0,2,0,3.5,2.0,2.5,10.0,B2,3
premier,4.56,7,8.0,2,0,3.5,2.0,2.5,8.5,B2,3
inflation,4.14,9,8.0,3,1,4.0,2.0,2.5,12.0,B2,0
inflation,4.14,9,8.0,3,1,4.0,2.0,2.5,10.0,B2,0
significance,4.18,12,8.0,4,1,4.0,2.0,2.5,8.0,B2,5
significant,4.98,11,8.0,4,1,4.2,2.0,2.5,8.0,B2,5
significant,4.98,11,8.0,4,1,4.0,2.0,2.5,8.0,B1,5
resume,4.12,6,8.0,2,1,4.0,2.5,2.0,12.0,B2,3
restore,4.18,7,8.0,2,1,3.5,2.5,2.8,8.0,B2,1
inevitable,4.08,10,8.0,5,1,4.0,2.0,2.5,10.0,B2,5
simultaneously,4.17,14,8.0,5,1,3.0,1.5,1.5,12.0,B2,0
simultaneously,4.17,14,8.0,5,1,3.0,1.5,1.5,10.0,B2,0
indisputable,2.85,12,8.0,5,1,3.2,1.8,1.5,12.0,C1,0
opposition,4.57,10,8.0,4,0,4.0,2.0,2.5,8.0,B2,5
opposition,4.57,10,8.0,4,0,3.5,2.0,2.5,8.0,B2,0
solar,4.53,5,8.0,2,0,4.0,3.5,3.0,8.0,B2,1
massive,4.72,7,8.0,2,0,4.0,3.0,3.5,8.0,B2,1
silicon,4.0,7,8.0,3,0,3.5,3.0,2.5,12.0,B2,0
impact,4.92,6,8.0,2,1,4.0,3.0,3.5,6.0,B2,1
impact,4.92,6,8.0,2,1,4.1,3.2,3.5,6.5,B2,1
eventually,4.88,10,8.0,5,1,4.0,1.5,1.5,8.0,B1,5
eventually,4.88,10,8.0,5,1,4.0,1.5,1.5,8.0,B1,5
prior,4.85,5,8.0,2,0,3.5,2.0,2.0,8.0,B2,3
embassy,4.13,7,8.0,3,1,3.8,3.5,3.0,10.0,B1,0
embassy,4.13,7,8.0,3,1,3.8,3.5,3.0,10.0,B1,0
hostility,3.61,9,8.0,4,1,3.5,2.0,2.5,10.0,B2,0
ambassador,4.35,10,8.0,4,1,3.8,2.5,2.7,10.0,B2,0
ambassador,4.35,10,8.0,4,1,3.8,2.5,2.7,10.0,B2,0
hostile,4.07,7,8.0,2,1,3.5,2.0,2.5,8.0,B2,3
hub,4.08,3,8.0,1,1,3.8,3.5,3.2,8.0,B2,1
refuge,3.91,6,8.0,2,1,3.5,3.0,3.0,8.0,B2,1
refuge,3.91,6,8.0,2,1,3.0,2.5,2.8,8.0,B2,3
economic,5.1,8,8.0,4,0,4.0,2.0,2.0,10.0,B2,5
economic,5.1,8,8.0,4,0,4.0,2.0,2.0,10.0,B2,5
province,4.47,8,8.0,2,1,3.5,3.0,2.5,8.0,B2,1
province,4.47,8,8.0,2,1,3.5,3.0,2.5,10.0,B2,1
stability,4.31,9,8.0,4,1,3.5,2.8,2.9,7.0,B2,0
regularly,4.52,9,8.0,4,0,4.0,1.5,1.5,6.5,B1,5
regularly,4.52,9,8.0,4,0,4.0,2.0,2.0,7.0,B1,5
humanity,4.32,8,8.0,4,0,4.5,2.0,3.0,8.0,B2,5
sprawling,3.19,9,8.0,2,1,3.0,2.5,2.8,8.0,C1,3
minority,4.41,8,8.0,4,0,3.5,2.5,2.0,8.0,B2,0
source,5.15,6,8.0,1,0,3.5,2.5,2.0,6.0,B1,3
source,5.15,6,8.0,1,0,4.0,2.5,2.0,5.0,B1,2
exclusive,4.56,9,8.0,3,1,3.5,2.0,2.5,10.0,B2,0
specific,5.03,8,8.0,3,0,4.0,2.5,2.0,8.0,B1,5
specific,5.03,8,8.0,3,0,4.0,2.5,2.0,7.0,B1,5
specifically,4.65,12,8.0,5,1,3.5,2.0,1.5,8.0,B2,5
specifically,4.65,12,8.0,5,1,3.5,2.0,1.5,8.0,B2,5
specimen,3.72,8,8.0,3,1,3.0,3.5,3.0,8.0,B2,1
portal,4.0,6,8.0,2,1,3.5,3.0,3.5,10.0,B2,1
portal,4.0,6,8.0,2,1,3.5,3.0,3.5,10.0,B2,1
hurdle,3.41,6,8.0,2,1,3.8,3.5,3.2,8.0,B2,1
hurdle,3.41,6,8.0,2,1,3.8,3.5,3.2,8.0,B2,1
spotted,4.19,7,8.0,2,1,4.0,3.5,3.0,4.0,B1,1
spotted,4.19,7,8.0,2,1,3.8,3.5,3.2,4.0,B1,1
presidency,4.16,10,8.0,4,0,4.0,2.0,2.5,10.0,B2,0
revert,3.35,6,8.0,2,1,3.5,2.0,2.0,10.0,B2,3
humankind,3.11,9,8.0,3,1,4.0,2.5,3.0,8.0,B2,0
humankind,3.11,9,8.0,3,1,4.0,2.5,3.0,8.0,B2,0
presidential,4.52,12,8.0,4,0,4.0,2.0,2.5,10.0,B2,0
presidential,4.52,12,8.0,4,0,4.0,2.0,2.5,10.0,B2,0
preliminary,4.16,11,8.0,5,1,3.5,2.0,2.0,10.0,B2,0
preliminary,4.16,11,8.0,5,1,3.5,2.0,2.0,10.0,B2,0
mortal,3.86,6,8.0,2,1,3.0,2.5,2.0,8.0,B2,3
mortal,3.86,6,8.0,2,1,3.0,2.5,2.0,10.0,B2,3
optimism,3.66,8,8.0,3,1,4.2,2.0,3.0,8.0,B2,0
lagoon,3.43,6,8.0,2,1,3.0,4.5,4.2,8.0,B2,1
poll,4.35,4,8.0,1,0,3.5,2.5,2.0,8.0,B1,3
poll,4.35,4,8.0,1,0,3.5,2.5,2.0,8.0,B1,3
laden,3.74,5,8.0,2,1,3.0,2.5,2.8,10.0,C1,3
sensitive,4.46,9,8.0,3,0,4.0,2.5,3.0,6.0,B1,5
sensitive,4.46,9,8.0,3,0,4.0,2.5,3.0,6.0,B1,5
sentiment,4.03,9,8.0,3,1,3.5,2.0,2.5,8.0,B2,0
sequence,4.35,8,8.0,2,1,3.5,2.5,2.0,8.0,B2,3
sanctuary,3.93,9,8.0,3,1,3.8,3.2,3.5,8.5,B2,1
international,5.36,13,8.0,5,0,4.5,2.0,2.5,8.0,A2,5
international,5.36,13,8.0,5,0,4.5,2.0,2.5,8.0,B1,5
optical,4.07,7,8.0,3,0,3.5,3.0,3.0,12.0,B2,0
optical,4.07,7,8.0,3,0,3.5,3.0,3.0,12.0,B2,0
liberal,4.66,7,8.0,3,1,4.0,2.5,2.0,8.0,B2,5
liberal,4.66,7,8.0,3,1,4.0,2.0,2.5,10.0,B2,5
liable,3.89,6,8.0,3,1,3.5,2.0,2.0,10.0,C1,3
liable,3.89,6,8.0,3,1,3.5,2.0,2.0,10.0,C1,3
legendary,4.23,9,8.0,4,1,4.0,2.0,4.5,10.0,B2,1
ongoing,4.32,7,8.0,3,1,3.5,2.0,2.0,8.0,B2,0
ongoing,4.32,7,8.0,3,1,3.5,2.0,2.0,8.0,B2,0
officially,4.53,10,8.0,3,0,3.5,2.0,1.5,8.0,B2,0
officially,4.53,10,8.0,3,0,4.0,2.0,1.5,8.0,B2,5
scuffle,2.79,7,8.0,2,1,3.5,3.0,3.0,8.0,B2,1
manslaughter,3.38,12,8.0,3,1,3.5,2.0,2.5,12.0,C1,0
output,4.43,6,8.0,2,0,3.5,2.5,2.0,8.0,B1,3
mobility,4.05,8,8.0,4,0,3.5,2.5,2.0,8.0,B2,0
revolt,3.73,6,8.0,2,1,3.2,2.8,2.5,10.5,B2,3
revolt,3.73,6,8.0,2,1,3.0,2.5,2.8,10.0,B2,3
module,3.89,6,8.0,2,0,3.5,3.0,2.5,12.0,B2,3
intermediate,4.04,12,8.0,5,1,3.5,2.5,2.0,10.0,B1,0
axis,4.02,4,8.0,2,1,3.5,3.0,2.5,8.0,B2,1
intensify,3.16,9,8.0,4,1,3.5,2.0,2.5,10.0,B2,0
intensified,3.46,11,8.0,4,1,3.0,1.5,1.5,10.0,B2,0
precisely,4.2,9,8.0,2,1,3.5,2.0,2.0,8.0,B2,3
moreover,4.16,8,8.0,3,0,3.5,1.5,1.2,12.0,B2,0
moreover,4.16,8,8.0,3,0,3.8,1.5,1.2,12.0,B2,0
census,4.19,6,8.0,2,0,3.5,2.5,2.0,12.0,B2,3
census,4.19,6,8.0,2,0,3.5,2.5,2.0,12.0,B2,3
overall,4.9,7,8.0,3,0,4.0,2.5,2.0,8.0,B2,5
oversee,3.51,7,8.0,3,1,3.5,2.0,2.5,8.5,B2,0
plea,3.95,4,8.0,1,1,3.5,2.0,2.5,8.0,B2,3
circuit,4.47,7,8.0,2,0,3.5,3.2,2.8,8.0,B2,1
circuit,4.47,7,8.0,2,0,3.5,3.2,3.0,8.0,B2,1
involuntary,3.34,11,8.0,5,1,3.0,2.0,2.5,12.0,C1,0
hydrogen,3.98,8,8.0,3,0,4.0,3.5,3.0,12.0,B2,0
hydrogen,3.98,8,8.0,3,0,3.5,3.0,2.5,12.0,B2,0
holdings,4.0,8,8.0,2,1,3.0,2.5,2.0,10.0,B2,3
holdings,4.0,8,8.0,2,1,3.0,2.5,2.0,8.0,B2,3
heritage,4.36,8,8.0,3,1,4.0,2.5,3.0,8.0,B2,5
setback,3.37,7,8.0,2,1,3.5,2.0,2.5,8.0,B2,3
settled,4.44,7,8.0,2,1,4.0,2.5,2.0,5.0,B1,2
magnesium,3.49,9,8.0,3,1,3.0,3.5,2.5,12.0,B2,1
metropolitan,4.18,12,8.0,5,1,3.5,2.0,2.5,12.0,B2,0
metropolitan,4.18,12,8.0,5,1,3.8,2.5,2.7,12.0,B2,0
showy,2.79,5,8.0,2,1,3.0,2.5,2.8,8.0,C1,3
showy,2.79,5,8.0,2,1,3.0,2.5,2.8,8.0,C1,3
isolate,3.6,7,8.0,3,1,3.0,2.5,2.0,8.0,B2,0
robust,3.94,6,8.0,2,1,3.5,2.5,2.0,8.0,B2,3
poverty,4.46,7,8.0,3,1,4.0,2.0,3.0,8.0,B2,5
potential,5.01,9,8.0,3,1,4.0,2.0,2.5,8.0,B2,5
potential,5.01,9,8.0,3,1,4.0,2.0,2.5,8.0,B2,5
illegitimate,3.43,12,8.0,5,1,3.0,2.0,2.5,12.0,C1,0
salvage,3.65,7,8.0,2,1,3.5,3.2,3.0,8.0,B2,1
prospect,4.13,8,8.0,2,1,3.5,2.5,2.8,8.0,B2,1
conflict,4.64,8,8.0,2,1,4.0,2.5,2.0,7.0,B1,2
conflict,4.64,8,8.0,2,1,4.0,2.5,3.0,7.0,B1,2
obligation,4.07,10,8.0,4,1,3.5,2.0,2.5,8.0,B2,0
obligation,4.07,10,8.0,4,1,4.0,2.0,2.5,8.0,B2,5
guarded,3.63,7,8.0,2,1,3.5,2.8,2.7,6.5,B2,1
prosperity,3.91,10,8.0,4,1,4.0,2.0,2.5,8.0,B2,5
participate,4.42,11,8.0,4,0,4.0,2.0,2.5,8.0,B1,5
participate,4.42,11,8.0,4,0,4.0,2.0,2.5,8.0,B1,5
primitive,3.8,9,8.0,3,1,3.0,2.5,2.0,8.0,B2,0
nor,4.78,3,8.0,1,0,3.0,1.5,1.5,8.0,B2,3
technical,4.75,9,8.0,3,0,3.8,2.5,2.0,12.0,B1,0
technical,4.75,9,8.0,3,0,3.8,2.5,2.0,12.0,B1,0
democratic,4.73,10,8.0,4,0,4.0,2.0,2.5,10.0,B2,0
democratic,4.73,10,8.0,4,0,4.2,2.0,2.5,8.0,B2,5
revenue,4.64,7,8.0,3,0,4.0,2.0,2.5,10.0,B2,5
revenue,4.64,7,8.0,3,0,4.0,2.0,2.5,12.0,B2,3
statistics,4.6,10,8.0,3,0,4.0,2.0,2.5,12.0,B2,0
statistics,4.6,10,8.0,3,0,4.0,2.0,2.5,12.0,B2,0
fortress,3.77,8,8.0,2,1,3.5,4.5,4.7,8.0,B2,4
fortress,3.77,8,8.0,2,1,3.5,4.5,4.7,8.0,B2,4
currently,5.08,9,8.0,3,1,4.0,1.5,1.5,6.0,B1,5
currently,5.08,9,8.0,3,1,4.0,1.5,1.5,5.0,B1,5
necessarily,4.48,11,8.0,5,1,4.0,1.5,1.5,8.0,B2,5
necessarily,4.48,11,8.0,5,1,3.5,1.5,1.2,8.0,B2,5
random,4.58,6,8.0,2,1,4.0,2.0,2.5,6.0,B1,2
proportion,4.11,10,8.0,3,1,3.5,2.5,2.0,8.0,B2,0
commerce,4.37,8,8.0,2,0,4.0,2.5,2.0,10.0,B2,3
probe,3.99,5,8.0,1,1,3.0,2.5,2.0,8.0,B2,3
probe,3.99,5,8.0,1,1,3.0,2.5,2.0,8.0,B2,3
newly,4.42,5,8.0,2,0,3.5,2.0,2.0,6.0,B2,3
summit,4.3,6,8.0,2,1,3.8,4.2,4.0,8.0,B2,1
summit,4.3,6,8.0,2,1,3.8,4.2,4.0,8.0,B2,1
nitrogen,3.76,8,8.0,3,0,3.8,3.5,2.5,12.0,B2,0
fundamental,4.33,11,8.0,4,1,4.0,2.5,2.0,8.0,B2,5
fundamental,4.33,11,8.0,4,1,4.0,2.0,2.5,8.0,B2,5
psychological,4.27,13,8.0,5,1,3.5,2.0,2.5,12.0,B2,0
psychological,4.27,13,8.0,5,1,3.5,2.0,2.5,12.0,B2,0
publisher,4.13,9,8.0,3,0,4.0,2.5,2.0,8.0,B1,5
publisher,4.13,9,8.0,3,0,4.0,2.5,2.0,8.0,B1,5
surge,3.82,5,8.0,1,1,3.5,2.5,2.8,8.0,B2,1
pursue,4.26,6,8.0,2,1,3.5,2.0,2.5,8.0,B2,3
pun,3.55,3,8.0,1,1,3.5,2.0,2.5,8.0,B2,3
pun,3.55,3,8.0,1,1,3.5,2.0,2.5,8.0,B2,3
nutrient,3.51,8,8.0,3,1,4.0,3.5,3.0,8.0,B2,0
species,4.85,7,8.0,2,1,4.0,3.2,3.5,8.0,B2,1
species,4.85,7,8.0,2,1,4.0,3.0,3.5,8.0,B2,1
greenery,2.84,8,8.0,3,1,3.5,4.5,4.7,5.0,B2,1
segregation,3.6,11,8.0,4,1,3.5,2.0,2.5,12.0,B2,0
segregation,3.6,11,8.0,4,1,3.5,2.0,2.0,12.0,B2,0
nominee,3.96,7,8.0,3,1,3.5,2.0,2.5,8.5,B2,0
symbolism,3.46,9,8.0,3,1,3.5,2.0,3.0,12.0,C1,0
shrine,3.73,6,8.0,1,1,3.0,3.5,4.0,8.0,B2,1
shrine,3.73,6,8.0,1,1,3.0,3.5,3.8,8.0,B2,1
symbolic,3.86,8,8.0,3,1,3.5,2.0,2.5,10.0,B2,0
symbolic,3.86,8,8.0,3,1,3.5,2.0,2.5,10.0,B2,0
continental,4.02,11,8.0,4,0,3.5,3.0,2.5,12.0,B2,0
provisions,4.12,10,8.0,3,1,3.5,3.2,3.0,8.0,B2,0
provisions,4.12,10,8.0,3,1,3.5,3.2,3.0,8.0,B2,0
technician,3.7,10,8.0,3,0,4.0,3.2,3.0,8.0,B1,1
technician,3.7,10,8.0,3,0,4.0,3.2,3.5,8.0,B1,1
statuette,2.61,9,8.0,2,1,3.0,4.2,4.5,10.0,C1,1
status,4.87,6,8.0,2,0,4.0,2.0,2.5,8.0,B2,2
status,4.87,6,8.0,2,0,4.0,2.0,2.5,8.0,B2,2
rebellious,3.36,10,8.0,3,1,3.5,2.0,2.5,10.0,B2,0
heroine,3.53,7,8.0,2,0,4.0,3.2,4.2,8.0,B2,1
prime,4.81,5,8.0,1,1,3.5,2.5,2.0,6.0,B2,3
prime,4.81,5,8.0,1,1,3.5,2.5,2.0,8.0,B2,3
hence,4.38,5,8.0,1,1,3.5,1.5,1.2,10.0,B2,3
parliamentary,4.18,13,8.0,5,1,3.5,2.0,2.0,12.0,B2,0
parliamentary,4.18,13,8.0,5,1,3.5,2.0,2.5,12.0,B2,0
disciplinary,3.75,12,8.0,5,0,3.5,2.0,2.0,12.0,C1,0
disciplinary,3.75,12,8.0,5,0,3.5,2.0,2.0,12.0,C1,0
stating,4.15,7,8.0,2,0,3.5,2.0,2.5,6.5,B1,3
fore,3.52,4,8.0,1,1,3.0,2.5,2.0,8.0,C1,3
fore,3.52,4,8.0,1,1,3.0,2.0,2.5,8.0,C1,3
motive,3.94,6,8.0,2,1,4.0,2.5,2.0,8.0,B2,2
motive,3.94,6,8.0,2,1,4.0,2.5,2.0,8.0,B2,2
quintet,2.85,7,8.0,2,0,2.5,3.0,2.8,12.0,B2,1
phase,4.64,5,8.0,1,1,3.5,2.5,2.0,8.0,B2,3
terms,5.1,5,8.0,1,0,3.5,2.0,2.5,8.0,B1,3
terms,5.1,5,8.0,1,0,3.5,2.0,2.5,8.0,B1,3
successive,3.85,10,8.0,3,1,3.5,2.0,2.5,10.0,B2,0
successive,3.85,10,8.0,3,1,3.5,2.0,2.5,10.0,B2,0
dispatch,3.76,8,8.0,2,1,3.0,2.5,2.0,10.0,B2,3
recognition,4.47,11,8.0,4,1,4.5,2.0,2.5,5.0,B2,5
recognition,4.47,11,8.0,4,1,4.5,2.0,2.5,4.0,B2,5
stated,4.74,6,8.0,2,1,3.5,2.0,2.0,5.0,B2,3
stated,4.74,6,8.0,2,1,3.5,2.0,2.0,6.5,B2,3
formal,4.45,6,8.0,2,0,4.0,2.0,2.5,8.0,B1,2
formal,4.45,6,8.0,2,0,4.0,2.0,2.5,8.0,B1,2
organic,4.4,7,8.0,3,0,4.0,3.5,3.0,8.0,B2,0
resolve,4.17,7,8.0,2,1,3.5,2.0,2.5,8.0,B2,3
resolve,4.17,7,8.0,2,1,3.5,2.0,2.5,8.0,B2,3
notable,4.07,7,8.0,3,1,3.5,2.0,2.5,8.0,B2,0
haven,4.13,5,8.0,2,1,3.8,3.5,3.7,8.0,C1,1
propaganda,4.17,10,8.0,4,1,3.5,2.0,2.5,12.0,B2,0
propaganda,4.17,10,8.0,4,1,3.5,2.0,2.5,12.0,B2,0
participant,3.78,11,8.0,4,0,4.0,2.5,2.0,7.0,B1,0
participant,3.78,11,8.0,4,0,4.0,2.5,2.0,7.0,B1,0
former,5.28,6,8.0,2,0,4.0,2.0,2.5,7.5,B1,2
former,5.28,6,8.0,2,0,4.0,2.0,2.5,6.0,B1,2
makeshift,3.18,9,10.0,3,1,3.0,2.5,2.8,10.0,C1,0
auxiliary,3.74,9,10.0,4,1,3.0,2.0,1.5,12.0,B2,0
auxiliary,3.74,9,10.0,4,1,3.0,2.0,1.5,12.0,B2,0
counsel,4.16,7,10.0,2,1,3.5,2.5,2.0,8.0,B2,3
counsel,4.16,7,10.0,2,1,3.5,2.5,2.0,8.0,B2,3
mainland,3.95,8,10.0,2,1,4.0,3.5,3.0,8.0,B2,1
decree,3.82,6,10.0,1,1,3.0,2.0,2.5,10.0,B2,3
backlash,3.66,8,10.0,2,1,3.5,2.0,2.5,10.0,C1,3
coordination,3.9,12,10.0,4,1,3.5,2.5,2.0,8.0,B2,0
compel,3.28,6,10.0,2,1,3.5,2.0,2.5,8.0,B2,3
compel,3.28,6,10.0,2,1,3.5,2.0,2.5,8.0,B2,3
commitment,4.43,10,10.0,3,1,4.0,2.0,2.5,8.0,B2,5
commitment,4.43,10,10.0,3,1,4.0,2.0,2.5,8.0,B2,5
guild,3.93,5,10.0,1,1,3.0,2.5,2.8,12.0,B2,3
lush,3.55,4,10.0,1,1,3.0,3.5,3.8,8.0,B2,1
lull,3.08,4,10.0,1,1,3.0,2.5,2.0,5.0,C1,3
lull,3.08,4,10.0,1,1,3.0,2.5,2.0,4.0,C1,3
literally,4.91,9,10.0,4,0,4.5,1.5,1.2,8.0,B2,5
literally,4.91,9,10.0,4,0,4.5,1.5,1.2,8.0,B2,5
congress,4.9,8,10.0,2,0,4.0,2.0,2.5,10.0,B2,3
cocaine,3.98,7,10.0,2,0,4.0,3.5,3.0,13.0,B2,3
cocaine,3.98,7,10.0,2,0,4.0,3.5,3.0,13.0,B2,3
debris,3.92,6,10.0,2,1,3.5,3.2,3.0,8.5,B2,1
debris,3.92,6,10.0,2,1,3.5,3.2,3.0,8.5,B2,1
logarithm,2.52,9,10.0,3,1,3.0,1.5,1.2,12.0,C1,0
debut,4.52,5,10.0,2,1,3.0,2.5,2.0,12.0,B2,3
decade,4.52,6,10.0,2,1,4.0,2.5,2.0,8.0,B1,2
pronounced,4.06,10,10.0,3,1,3.5,2.0,2.5,7.0,B2,0
pronounced,4.06,10,10.0,3,1,3.5,2.0,2.5,7.0,B2,0
avert,3.14,5,10.0,2,1,3.0,2.0,2.5,8.0,B2,3
customs,4.19,7,10.0,2,0,4.0,3.0,2.5,8.0,B1,1
customs,4.19,7,10.0,2,0,4.0,3.0,2.5,8.0,B1,1
powerhouse,3.44,10,10.0,3,1,3.5,2.5,3.0,10.0,C1,0
exposition,3.59,10,10.0,4,1,3.0,2.5,2.0,10.0,C1,0
despite,5.0,7,10.0,2,1,4.0,1.5,1.5,8.0,B1,5
despite,5.0,7,10.0,2,1,4.0,1.5,1.5,8.0,B1,5
relinquish,3.12,10,10.0,3,1,3.0,2.0,2.5,12.0,C1,0
