HIT_ID,Sentence,Start_Offset,End_Offset,Complex_Phrase,Native_Annotators,Non_Native_Annotators,Total_Annotators
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,"In 1835 the family moved to Le Havre , where Boudin 's father opened a store for stationery and picture frames .",28,36,Le Havre,2,0,2
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,"In 1835 the family moved to Le Havre , where Boudin 's father opened a store for stationery and picture frames .",81,91,stationery,10,10,20
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,"In 1835 the family moved to Le Havre , where Boudin 's father opened a store for stationery and picture frames .",96,110,picture frames,0,2,2
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,"In 1835 the family moved to Le Havre , where Boudin 's father opened a store for stationery and picture frames .",104,110,frames,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,Eugène Louis Boudin ( French : ( budɛ̃ ) ; 12 July 1824 - 8 August 1898 ) was one of the first French landscape painters to paint outdoors .,33,38,budɛ̃,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,Eugène Louis Boudin ( French : ( budɛ̃ ) ; 12 July 1824 - 8 August 1898 ) was one of the first French landscape painters to paint outdoors .,102,111,landscape,6,5,11
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,Eugène Louis Boudin ( French : ( budɛ̃ ) ; 12 July 1824 - 8 August 1898 ) was one of the first French landscape painters to paint outdoors .,102,120,landscape painters,0,2,2
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,Eugène Louis Boudin ( French : ( budɛ̃ ) ; 12 July 1824 - 8 August 1898 ) was one of the first French landscape painters to paint outdoors .,130,138,outdoors,0,2,2
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,4,10,Angara,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,11,17,rocket,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,11,24,rocket family,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,40,52,space-launch,5,6,11
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,40,61,space-launch vehicles,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,53,61,vehicles,2,0,2
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,128,138,Production,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .,139,151,Space Center,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,A single launch pad can be used for launching all Angara versions except Angara A7 .,9,15,launch,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,A single launch pad can be used for launching all Angara versions except Angara A7 .,9,19,launch pad,1,4,5
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,A single launch pad can be used for launching all Angara versions except Angara A7 .,16,19,pad,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,A single launch pad can be used for launching all Angara versions except Angara A7 .,36,45,launching,4,0,4
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,A single launch pad can be used for launching all Angara versions except Angara A7 .,57,65,versions,1,2,3
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,A single launch pad can be used for launching all Angara versions except Angara A7 .,66,72,except,1,1,2
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,A single launch pad can be used for launching all Angara versions except Angara A7 .,73,79,Angara,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,4,10,Angara,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,18,26,vehicles,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,34,41,modular,9,6,15
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,34,48,modular design,3,2,5
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,59,65,module,3,1,4
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,84,93,Universal,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,84,107,Universal Rocket Module,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .,101,107,Module,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara 1.1 version was expected to be completed first ; its first launch was scheduled to take place in 2013 from the Plesetsk Cosmodrome .,4,10,Angara,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara 1.1 version was expected to be completed first ; its first launch was scheduled to take place in 2013 from the Plesetsk Cosmodrome .,27,35,expected,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara 1.1 version was expected to be completed first ; its first launch was scheduled to take place in 2013 from the Plesetsk Cosmodrome .,70,76,launch,0,1,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara 1.1 version was expected to be completed first ; its first launch was scheduled to take place in 2013 from the Plesetsk Cosmodrome .,81,90,scheduled,3,5,8
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara 1.1 version was expected to be completed first ; its first launch was scheduled to take place in 2013 from the Plesetsk Cosmodrome .,122,130,Plesetsk,1,0,1
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara 1.1 version was expected to be completed first ; its first launch was scheduled to take place in 2013 from the Plesetsk Cosmodrome .,122,141,Plesetsk Cosmodrome,5,1,6
3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC,The Angara 1.1 version was expected to be completed first ; its first launch was scheduled to take place in 2013 from the Plesetsk Cosmodrome .,131,141,Cosmodrome,1,4,5
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",0,9,According,1,0,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",0,12,According to,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",22,33,U.S. Census,1,0,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",27,33,Census,4,6,10
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",27,43,Census estimates,1,1,2
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",34,43,estimates,9,3,12
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",61,71,population,3,2,5
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",0,5,As of,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",10,16,census,4,1,5
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",61,71,households,3,6,9
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",93,101,residing,6,2,8
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",29,32,KCB,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",35,39,KCVO,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",42,45,FSA,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",86,98,long-serving,3,5,8
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",86,106,long-serving officer,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",99,114,officer of arms,2,0,2
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"Sir Anthony Richard Wagner , KCB , KCVO , FSA ( 6 September 1908 - 5 May 1995 ) was a long-serving officer of arms at the College of Arms in London .",110,114,arms,1,0,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",3,13,originated,7,6,13
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",33,43,introduced,1,2,3
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",66,85,grapefruit-flavored,3,9,12
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",86,98,sports drink,1,0,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",106,114,response,2,1,3
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",120,130,competitor,4,4,8
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",120,132,competitor s,3,0,3
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",120,138,competitor s brand,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",134,139,brand,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",163,169,Pocari,1,0,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",163,175,Pocari Sweat,1,0,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .",170,175,Sweat,0,1,1
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",7,17,introduced,5,0,5
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",68,76,official,0,3,3
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",68,82,official drink,1,1,2
3P458N04Q1IHMEPXHH6U14VSUWW2X3,"It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .",95,110,Summer Olympics,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,4,13,discovery,1,1,2
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,17,34,deuterium-burning,10,5,15
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,17,39,deuterium-burning down,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,49,61,solar masses,3,1,4
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,55,61,masses,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,70,76,impact,0,2,2
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,80,84,dust,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,85,94,formation,1,2,3
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,107,112,outer,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,113,124,atmospheres,4,3,7
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,128,140,brown dwarfs,3,1,4
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,134,140,dwarfs,2,10,12
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,159,166,brought,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,The discovery of deuterium-burning down to 0.012 solar masses and the impact of dust formation in the cool outer atmospheres of brown dwarfs in the late 1980s brought these theories into question .,173,181,theories,3,1,4
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",25,34,establish,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",47,55,spectral,9,6,15
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",47,61,spectral class,2,3,5
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",81,87,dwarfs,2,1,3
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",102,110,T dwarfs,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",104,110,dwarfs,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",126,132,Gliese,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .",145,154,prototype,10,8,18
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",0,10,Remarkably,0,2,2
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",17,30,near-infrared,3,1,4
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",17,39,near-infrared spectrum,4,2,6
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",31,39,spectrum,3,3,6
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",48,57,exhibited,3,3,6
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",60,67,methane,4,2,6
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",60,83,methane absorption band,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",68,78,absorption,2,3,5
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",68,83,absorption band,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",89,100,micrometres,3,2,5
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",105,112,feature,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Remarkably , its near-infrared spectrum clearly exhibited a methane absorption band at 2 micrometres , a feature that had previously only been observed in the atmospheres of giant planets and that of Saturn 's moon Titan .",159,170,atmospheres,1,1,2
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",30,43,coolest dwarf,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",38,43,dwarf,0,2,2
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",55,66,significant,4,4,8
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",88,95,debated,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",88,106,debated whether GD,0,1,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",121,131,classified,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",143,148,dwarf,2,1,3
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",161,179,very-low-mass star,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",190,205,observationally,7,7,14
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",217,241,difficult to distinguish,1,0,1
3JAOYN9IHL3URYE21SDBDYBGTFV33F,"Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .",230,241,distinguish,4,3,7
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,10,17,notable,7,9,16
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,10,22,notable film,0,1,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,10,28,notable film roles,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,34,48,Minnesota Fats,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,71,78,Hustler,0,1,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,81,89,starring,1,1,2
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,133,139,Smokey,0,1,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,148,154,Bandit,0,1,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .,155,161,series,0,2,2
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",3,6,HCL,3,1,4
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",7,14,usually,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",7,23,usually consists,0,1,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",15,26,consists of,1,0,1
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",40,50,containing,1,1,2
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",53,60,cathode,0,9,9
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",66,71,anode,10,9,19
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",80,86,buffer,5,9,14
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",80,90,buffer gas,5,2,7
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .",103,112,noble gas,5,1,6
3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE,"He played 502 career NHL games , scoring 185 goals and 159 assists for 344 points .",14,30,career NHL games,1,0,1
