Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa
2053,discussions,25.0,4.28,11,
2054,disease,10.0,4.9,7,7.55
2055,diseases,20.0,4.36,8,
2057,disgraceful,90.0,3.33,11,9.1
2058,disguised,85.0,3.56,9,
2059,dismembered,100.0,2.79,11,
2060,dismiss,40.0,3.85,7,8.15
2061,dismissed,32.857142857142854,4.2,9,
2062,disparate,50.0,3.26,9,16.0
2063,dispatched,57.5,3.61,10,
2064,dispelling,100.0,2.41,10,
2065,display,10.0,4.63,7,7.72
2066,disposed,70.0,3.55,8,
2067,disputed,40.0,3.76,8,
2068,disputes,35.0,3.96,8,
2069,disputing,50.0,2.89,9,
2070,disrespected,60.0,2.93,12,
2071,disruption,65.0,3.71,10,9.44
2072,disruptive,100.0,3.46,10,8.79
2073,dissent,85.0,3.56,7,11.44
2074,dissidents,100.0,3.09,10,
2075,dissolution,90.0,3.61,11,13.1
2076,dissolved,5.0,3.87,9,
2077,distinct,50.0,4.29,8,10.5
2078,distinction,70.0,4.1,11,10.35
2079,distinctive,26.666666666666668,4.0,11,10.39
2080,distinguish,30.0,3.87,11,11.28
2081,distraught,100.0,3.15,10,11.0
2082,distressing,100.0,3.2,11,10.32
2083,district,0.0,5.04,8,9.79
2084,districts,0.0,4.31,9,
2085,disturbance,40.0,3.61,11,9.33
2086,dived,10.0,2.97,5,
2087,diverse,45.0,4.24,7,12.0
2088,divert,40.0,3.42,6,11.33
2089,divide,0.0,4.12,6,7.16
2090,divided,5.0,4.47,7,
2091,divides,20.0,3.45,7,
2092,divisions,0.0,4.11,9,
2093,doctorate,20.0,3.38,9,13.78
2094,document,10.0,4.5,8,9.86
2095,documented,50.0,4.0,10,
2096,documents,0.0,4.64,9,
2097,domestic,12.0,4.69,8,10.55
2098,dominance,40.0,3.83,9,10.11
2099,dominant,70.0,4.23,8,11.11
2100,dominated,46.666666666666664,4.18,9,
2101,domino,20.0,3.23,6,6.17
2102,doorstep,40.0,3.5,8,6.11
2103,dotted,30.0,3.41,6,6.0
2104,dotting,60.0,2.39,7,
2105,doubt,13.333333333333334,4.9,5,8.79
2106,doubts,0.0,3.95,6,
2107,downgraded,100.0,3.14,10,
2108,downplayed,100.0,2.72,10,
2109,downtown,40.0,4.4,8,
2110,downturn,65.0,3.19,8,8.5
2111,draft,35.0,4.61,5,7.58
2112,drafts,50.0,3.58,6,
2113,dragged,10.0,4.0,7,
2114,dramatic,20.0,4.41,8,8.72
2115,drastic,57.5,3.63,7,10.78
2116,draw,20.0,4.81,4,4.11
2117,drawing,20.0,4.58,7,
2118,dressed,10.0,4.42,7,
2119,dried,20.0,4.04,5,
2120,drill,80.0,4.09,5,7.14
2121,drilled,70.0,3.51,7,
2122,dripping,100.0,3.48,8,
2123,drive,5.0,5.13,5,5.26
2124,driven,0.0,4.54,6,
2125,drop,10.0,4.99,4,3.26
2126,dropped,20.0,4.73,7,
2127,drops,10.0,4.33,5,
2128,drove,10.0,4.36,5,
2129,dry,10.0,4.74,3,4.11
2130,dubbed,100.0,3.81,6,
2131,duchy,33.333333333333336,3.0,5,12.9
2132,ducked,90.0,3.01,6,
2133,due,10.0,5.35,3,7.53
2134,duly,10.0,3.44,4,
2135,dumping,90.0,3.67,7,
2136,dust,10.0,4.41,4,5.06
2137,duty,10.0,4.71,4,7.15
2138,dwarf,35.0,3.75,5,7.65
2139,dwarfs,38.0,3.17,6,
2140,dyes,10.0,3.29,4,
2141,earmarked,100.0,3.0,9,
2142,earned,10.0,4.55,6,
2143,earnest,60.0,3.66,7,10.22
2144,earnings,10.0,4.27,8,8.06
2145,ease,0.0,4.34,4,9.11
2146,east,10.0,5.16,4,6.94
2147,echoed,60.0,3.4,6,
2148,economist,20.0,3.87,9,12.32
2149,edge,10.0,4.74,4,6.17
2150,edging,30.0,3.15,6,
2151,edit,0.0,4.3,4,9.57
2152,edited,15.0,4.31,6,
2153,editing,0.0,4.27,7,10.21
2154,edition,10.0,4.8,7,8.42
2155,editor,5.0,4.62,6,10.11
2156,education,0.0,5.28,9,6.7
2157,effective,0.0,4.89,9,10.83
2158,effectively,13.333333333333334,4.49,11,
2159,efficient,20.0,4.42,9,11.53
2160,effort,25.0,4.92,6,8.16
2162,eighteenth,10.0,3.48,10,
2163,elderly,20.0,4.15,7,8.17
2164,eldest,10.0,3.69,6,
2166,electoral,3.3333333333333335,4.12,9,12.0
2167,electromagnetic,40.0,3.58,15,13.4
2168,electronic,0.0,4.55,10,7.3
2169,element,0.0,4.46,7,10.5
2170,elements,0.0,4.7,8,
2171,elevation,50.0,3.9,9,9.95
2172,eligible,10.0,4.29,8,10.84
2173,elite,40.0,4.4,5,12.39
2174,elsewhere,16.0,4.46,9,
2175,emanating,100.0,3.03,9,
2177,emerge,50.0,3.89,6,9.76
2178,emerged,70.0,4.16,7,
2179,emergency,10.0,4.72,9,5.94
2180,emission,50.0,3.7,8,13.26
2181,emotional,20.0,4.66,9,9.45
2183,emphasizing,50.0,3.36,11,
2184,emphatically,100.0,3.07,12,
2185,employees,10.0,4.81,9,
2186,employment,10.0,4.56,10,9.5
2187,en,10.0,4.5,2,
2188,enable,15.0,4.3,6,10.42
2189,enacted,70.0,3.75,7,
2190,enactment,100.0,3.22,9,10.82
2191,enclave,40.0,3.19,7,14.29
2192,enclosure,50.0,3.61,9,9.72
2193,encodes,70.0,2.69,7,
2194,encoding,40.0,3.38,8,
2195,encounter,40.0,4.26,9,8.63
2196,encourage,30.0,4.45,9,8.5
2197,encouraged,40.0,4.32,10,
2198,encouraging,20.0,4.14,11,7.89
2199,endangered,66.66666666666667,3.86,10,
2200,enduring,100.0,3.67,8,11.21
2201,enemies,10.0,4.4,7,
2202,enemy,0.0,4.7,5,7.26
2203,enforcement,30.0,4.45,11,9.83
2204,engaged,36.666666666666664,4.52,7,
2205,engineer,10.0,4.5,8,9.89
2206,engineered,20.0,3.71,10,
2207,engineering,0.0,4.8,11,12.06
2208,enigmatic,100.0,3.11,9,14.0
2209,enjoyed,10.0,4.59,7,
2210,enormous,45.0,4.25,8,6.53
2212,ensued,100.0,3.34,6,
2213,ensuing,100.0,3.54,7,12.72
2214,ensure,32.5,4.7,6,11.11
2215,ensured,80.0,3.54,7,
2216,ensures,30.0,3.6,7,
2217,entailing,90.0,2.09,9,
2218,entered,10.0,4.72,7,
2219,entering,10.0,4.42,8,
2220,enterprise,25.0,4.38,10,12.89
2221,enterprises,20.0,4.0,11,
2222,entirety,55.0,3.69,8,9.9
2223,entrance,20.0,4.39,8,6.84
2224,envenomation,80.0,1.47,12,
2225,envoy,33.333333333333336,3.48,5,13.11
2226,epic,30.0,4.35,4,10.86
2227,epics,10.0,2.91,5,
2228,epigrams,50.0,2.27,8,
2229,episodes,22.5,4.43,8,
2230,equipment,18.0,4.88,9,7.5
2231,equity,80.0,4.3,6,15.53
2232,era,5.0,4.67,3,11.14
2233,eroding,100.0,2.85,7,10.17
2234,erring,70.0,2.31,6,
2235,error,20.0,4.55,5,6.21
2236,erupted,73.33333333333333,3.39,7,
2237,es,0.0,3.93,2,
2238,escalates,70.0,2.78,9,
2239,escape,20.0,4.64,6,6.6
2240,escaping,10.0,3.73,8,
2241,escorted,100.0,3.49,8,
2242,espionage,96.66666666666669,3.47,9,10.6
2243,essential,10.0,4.61,9,10.28
2244,establish,20.0,4.46,9,10.63
2245,established,25.714285714285715,4.9,11,
2246,establishment,60.0,4.42,13,10.37
2247,estate,14.0,4.82,6,10.84
2248,estimate,20.0,4.29,8,8.78
2249,estimated,24.0,4.62,9,
2250,estimates,25.0,4.3,9,
2251,ethical,30.0,4.07,7,10.9
2252,ethnic,10.0,4.33,6,10.89
2253,euros,2.0,3.78,5,
2256,evacuated,86.66666666666667,3.66,9,
2257,evacuation,53.333333333333336,3.74,10,9.56
2258,evade,70.0,3.39,5,11.11
2259,evaded,100.0,2.91,6,
2260,evaluated,100.0,3.83,9,
2261,evaporation,60.0,3.08,11,10.39
2262,events,5.0,5.08,6,
2263,evidence,23.75,5.14,8,10.58
2264,evolve,50.0,3.8,6,10.63
2265,evolved,30.0,4.09,7,
2266,examination,0.0,4.26,11,8.0
2267,examined,10.0,4.1,8,
2268,exasperated,100.0,2.94,11,12.83
2269,except,15.0,5.02,6,
2270,exception,50.0,4.35,9,9.39
2271,excessive,10.0,4.12,9,10.0
2272,exchange,20.0,4.85,8,8.35
2273,exchanged,40.0,3.74,9,
2274,exchanges,20.0,3.95,9,
2275,excited,20.0,4.74,7,6.21
2276,exciting,0.0,4.54,8,6.26
2277,excluded,16.666666666666668,3.89,8,
2278,exclusion,50.0,3.68,9,10.39
2279,excused,40.0,3.28,7,
2280,executed,26.666666666666668,4.27,8,
2281,executions,45.0,3.44,10,
2282,executive,11.666666666666666,4.87,9,11.65
2283,exercises,20.0,4.12,9,
2284,exhausted,65.0,4.08,9,
2285,exhibited,30.0,3.86,9,
2286,exist,0.0,4.73,5,8.89
2287,existence,10.0,4.55,9,11.61
2288,expands,5.0,3.58,7,
2289,expatriates,100.0,2.84,11,
2290,expectations,15.0,4.44,12,
2291,expected,10.666666666666666,4.96,8,
2292,expedited,100.0,2.98,9,
2293,expelled,60.0,3.7,8,
2294,expenses,0.0,4.33,8,
2295,experience,10.0,5.27,10,8.95
2296,experiment,5.0,4.38,10,8.58
2297,experimental,10.0,4.28,12,10.21
2298,experimenter,40.0,2.48,12,10.59
2299,experiments,5.0,4.2,11,
2300,expert,10.0,4.56,6,9.63
2301,experts,30.0,4.52,7,
2302,explanation,15.0,4.44,11,7.74
2303,explicitly,100.0,3.96,10,
2304,exploded,56.666666666666664,3.77,8,
2305,exploit,90.0,3.83,7,12.26
2306,exploiting,35.0,3.48,10,
2307,exploration,30.0,4.19,11,8.26
2308,explore,50.0,4.31,7,7.06
2309,explosions,30.0,3.69,10,
2310,explosives,25.0,3.79,10,
2311,exported,16.666666666666668,3.56,8,
2312,expose,0.0,3.98,6,10.68
2313,exposed,13.333333333333334,4.51,7,
2314,exposing,40.0,3.78,8,
2315,exposure,37.142857142857146,4.44,8,10.44
2316,express,20.0,4.68,7,8.8
2317,expressed,20.0,4.52,9,
2318,expresses,30.0,3.61,9,
2319,expressly,20.0,3.48,9,
2320,extend,60.0,4.34,6,9.89
2321,extended,20.0,4.64,8,
2322,extending,10.0,4.04,9,
2323,extends,20.0,3.99,7,
2324,extension,30.0,4.46,9,8.65
2325,extensive,70.0,4.49,9,11.83
2326,extent,20.0,4.47,6,10.72
2327,external,10.0,4.52,8,9.56
2328,extracted,70.0,3.68,9,
2329,extracts,30.0,3.45,8,
2330,extrapolate,100.0,2.67,11,15.67
2331,extreme,25.0,4.6,7,9.47
2332,extremely,30.0,4.79,9,
2333,extremist,50.0,3.46,9,11.78
2334,eyewitnesses,80.0,2.91,12,
2336,facilities,23.333333333333332,4.66,10,
2337,factor,0.0,4.67,6,9.72
2338,failing,20.0,4.3,7,
2340,failure,10.0,4.72,7,8.0
2341,fair,0.0,4.99,4,5.67
2342,faiths,10.0,3.2,6,
2343,fall,10.0,5.13,4,4.71
2344,fallen,15.0,4.39,6,
2345,fallout,33.333333333333336,3.69,7,10.67
2346,falls,10.0,4.63,5,
2347,falsely,10.0,3.61,7,
2348,falsifications,96.66666666666669,1.71,14,
2349,fame,0.0,4.34,4,7.26
2350,famed,53.333333333333336,3.6,5,9.89
2351,famous,0.0,4.84,6,6.84
2352,fanned,90.0,2.74,6,
2353,farewell,44.0,3.89,8,8.43
2354,farmed,20.0,3.25,6,
2355,fashionable,30.0,3.65,11,9.67
2356,fatal,35.0,4.1,5,9.05
2357,fatalities,85.0,3.45,10,
2358,fatally,52.5,3.33,7,
2359,fate,10.0,4.36,4,10.3
2360,fathom,90.0,3.25,6,11.44
2361,fault,10.0,4.64,5,6.94
2362,favorites,40.0,4.02,9,
2363,fearful,50.0,3.58,7,7.5
2364,feasible,100.0,3.72,8,13.12
2366,feathered,10.0,3.05,9,8.11
2367,feathers,25.0,3.79,8,
2368,feature,10.0,4.82,7,7.0
2369,featured,43.333333333333336,4.44,8,
2370,features,16.0,4.94,8,
2371,featuring,30.0,4.45,9,
2372,feeding,10.0,4.28,7,
2373,fell,10.0,4.85,4,
2374,fellow,10.0,4.76,6,8.89
2375,fence,25.0,4.21,5,6.28
2376,fens,40.0,2.38,4,
2378,fertility,20.0,3.78,9,14.45
2379,fibers,10.0,3.64,6,
2380,fiction,45.0,4.44,7,7.22
2381,fiercely,70.0,3.35,8,
2382,fighting,20.0,4.92,8,
2383,filaments,30.0,2.95,9,
2384,file,10.0,4.75,4,8.21
2385,filed,10.0,4.49,5,
2386,filibuster,100.0,2.89,10,14.87
2387,filing,25.0,4.05,6,
2389,finalized,15.0,3.31,9,
2390,finally,0.0,5.17,7,
2391,finances,0.0,3.9,8,
2392,fined,20.0,3.7,5,
2393,fire,0.0,5.3,4,3.25
2395,fireball,50.0,3.18,8,8.58
2396,fired,10.0,4.63,5,
2397,firehouse,40.0,2.87,9,5.95
2398,fireworks,50.0,3.83,9,
2399,firing,10.0,4.27,6,
2400,firm,6.666666666666667,4.79,4,11.17
2401,firmly,0.0,4.0,6,
2402,firmware,80.0,3.23,8,12.86
2404,fiscal,56.666666666666664,4.26,6,14.89
2405,fishermen,0.0,3.65,9,
2406,fit,0.0,4.95,3,5.74
2407,fitted,20.0,4.13,6,
2408,fitting,10.0,4.1,7,
2410,flagship,30.0,3.75,8,13.12
2411,flak,100.0,3.06,4,13.56
2413,flared,100.0,3.12,6,
2416,flat,20.0,4.72,4,5.68
2417,flatworm,30.0,1.71,8,9.28
2418,flavors,30.0,3.61,7,
2419,fled,60.0,4.05,4,
2420,fleet,30.0,4.33,5,10.74
2421,fleeting,40.0,3.32,8,
2422,fleshing,80.0,2.25,8,
2423,flew,18.0,4.16,4,
2424,flexed,70.0,2.76,6,
2425,flexible,25.0,4.13,8,7.58
2426,flight,0.0,4.86,6,7.47
2427,flooded,50.0,3.79,7,
2428,flooding,20.0,3.97,8,
2429,flow,10.0,4.68,4,7.4
2430,flowing,25.0,4.02,7,
2431,flurry,90.0,3.11,6,9.44
2432,focus,16.666666666666668,5.0,5,8.32
2433,focused,30.0,4.65,7,
2434,foes,60.0,3.43,4,
2435,fog,10.0,3.9,3,6.21
2436,followed,10.0,5.05,8,
2437,following,4.0,5.46,9,
2439,footage,37.5,4.31,7,9.41
2440,foraging,53.333333333333336,3.13,8,
2441,foray,70.0,3.04,5,13.85
2442,forbidden,60.0,3.96,9,
2443,force,0.0,5.23,5,6.0
2444,forced,10.0,4.83,6,
2445,forces,0.0,4.98,6,7.56
2446,forcing,10.0,4.21,7,
2447,fore,50.0,3.52,4,12.17
2448,forecast,70.0,4.09,8,9.05
2449,forecasts,45.0,3.58,9,
2450,forefront,100.0,3.52,9,11.76
2451,foreigners,8.571428571428571,3.87,10,
2452,forensic,66.66666666666667,3.75,8,13.3
2453,forestry,30.0,3.69,8,9.94
2454,formal,10.0,4.45,6,10.5
2455,formally,0.0,4.01,8,
2456,format,10.0,4.47,6,11.47
2457,formation,10.0,4.49,9,9.67
2458,formed,0.0,4.68,6,
2459,former,6.666666666666667,5.28,6,
2460,formula,0.0,4.45,7,10.47
2461,fortified,95.0,3.43,9,
2462,fortress,60.0,3.77,8,10.05
2463,forward,10.0,5.12,7,
2464,fought,10.0,4.49,6,
2465,foul,20.0,4.05,4,7.75
2466,founded,10.0,4.5,7,
2468,fragile,80.0,3.86,7,8.28
2469,frames,10.0,4.01,6,
2470,framework,50.0,4.29,9,8.83
2471,franchises,90.0,3.56,10,
2472,fraud,20.0,4.37,5,10.11
2473,freely,10.0,4.07,6,
2474,freeze,15.0,4.11,6,4.89
2475,frequently,10.0,4.56,10,
2476,frescoes,100.0,2.77,8,
2477,fresh,10.0,4.83,5,6.22
2478,friendliness,20.0,2.93,12,6.84
2480,frontier,40.0,3.97,8,8.86
2481,frustration,80.0,3.97,11,8.35
2483,fullest,10.0,3.48,7,
2484,fundamental,50.0,4.33,11,9.9
2485,funded,15.0,4.29,6,
2486,funding,13.333333333333334,4.63,7,10.47
2487,funds,0.0,4.74,5,
2488,funeral,40.0,4.37,7,7.28
2489,fungal,10.0,3.31,6,10.7
2490,fungus,21.428571428571427,3.53,6,8.44
2492,furioso,10.0,1.86,7,
2494,fusion,20.0,4.02,6,13.63
2495,future,0.0,5.33,6,7.16
2496,gag,56.666666666666664,3.63,3,7.58
2497,gagging,40.0,2.93,7,
2498,gained,20.0,4.49,6,
2499,gaining,10.0,4.13,7,
2500,gallery,0.0,4.49,7,8.68
2501,gang,20.0,4.5,4,9.22
2502,gap,10.0,4.47,3,8.22
2503,gaping,50.0,3.19,6,9.83
2504,garbage,50.0,4.18,7,4.89
2505,gathering,30.0,4.25,9,
2506,gatherings,55.0,3.51,10,
2507,gene,10.0,4.36,4,
2508,generated,5.0,4.34,9,
2509,generation,10.0,4.82,10,9.52
2510,generations,30.0,4.29,11,
2511,genocide,100.0,3.91,8,13.2
2512,genus,36.666666666666664,3.73,5,12.33
2513,geography,10.0,3.98,9,8.15
2514,getaway,60.0,3.51,7,9.5
2515,giant,5.0,4.62,5,4.72
2517,ginger,20.0,3.93,6,8.05
2518,gingerbread,80.0,3.03,11,6.0
2519,gliding,40.0,3.14,7,
2520,globally,30.0,3.82,8,
2521,glycine,0.0,2.61,7,
2522,glyph,100.0,2.7,5,12.69
2524,goal,5.0,5.06,4,6.89
2525,goals,0.0,4.95,5,
2526,govern,0.0,3.67,6,9.53
2527,governing,30.0,4.12,9,
2528,government,1.0526315789473684,5.57,10,8.5
2529,governments,0.0,4.45,11,
2530,governor,0.0,4.71,8,8.47
2531,gradual,0.0,3.67,7,9.0
2532,graduating,60.0,3.76,10,
2533,graffiti,42.5,3.65,8,9.47
2534,grant,16.666666666666668,4.67,5,
2535,granted,16.666666666666668,4.61,7,
2536,grants,10.0,4.15,6,
2538,graphic,16.666666666666668,4.23,7,10.67
2539,grateful,30.0,4.35,8,7.42
2540,grave,60.0,4.31,5,7.06
2541,gravity,10.0,4.21,7,8.39
2542,greenery,80.0,2.84,8,9.63
2543,grenades,20.0,3.48,8,
2544,grew,13.333333333333334,4.69,4,
2545,grim,80.0,3.69,4,9.16
2546,grip,10.0,4.11,4,6.7
2547,grisly,100.0,2.74,6,10.39
2548,ground,5.0,5.15,6,4.89
2549,growth,10.0,5.03,6,6.7
2550,guarantee,60.0,4.44,9,11.05
2551,guarded,20.0,3.63,7,
2552,guarding,10.0,3.53,8,
2553,guerrilla,50.0,3.38,9,11.95
2554,guesses,50.0,3.21,7,
2555,guesthouse,10.0,2.87,10,9.26
2556,guesthouses,10.0,2.13,11,
2557,guidelines,26.666666666666668,4.25,10,
2558,guilty,30.0,4.61,6,8.05
2559,gum,10.0,3.94,3,4.89
2560,gunboat,10.0,2.46,7,10.69
2561,gunfire,10.0,3.53,7,7.52
2562,gunman,10.0,3.32,6,8.94
2563,gunmen,6.666666666666667,3.23,6,
2564,gunpowder,10.0,3.26,9,9.74
2565,gunshot,0.0,3.49,7,6.78
2566,gunshots,24.285714285714285,3.22,8,
2567,gutting,70.0,2.74,7,
2568,guy,10.0,5.4,3,4.11
2569,hacked,60.0,3.82,6,
2571,hall,10.0,4.87,4,5.35
2572,halos,60.0,2.65,5,
2573,handful,10.0,4.11,7,6.42
2574,handgun,30.0,3.35,7,7.59
2575,handicapped,30.0,3.42,11,7.37
2576,handset,30.0,3.07,7,11.53
2577,handsets,20.0,2.74,8,
2578,hang,20.0,4.6,4,6.68
2579,hangover,30.0,3.5,8,13.39
2580,happened,10.0,5.2,8,
2581,harass,90.0,3.28,6,10.84
2582,harassed,66.66666666666667,3.55,8,
2583,harassing,95.0,3.43,9,
2584,harbor,60.0,4.15,6,8.28
2585,harboring,100.0,2.84,9,
2586,hard,10.0,5.53,4,4.39
2587,hardball,50.0,2.76,8,10.4
2588,hardware,14.0,4.3,8,8.63
2589,harvesting,40.0,3.53,10,
2590,hashtag,50.0,3.67,7,
2591,hastily,50.0,3.3,7,
2592,hateful,20.0,3.52,7,6.42
2593,haven,40.0,4.13,5,9.13
2594,headed,26.666666666666668,4.55,6,
2595,heading,10.0,4.48,7,
2596,headquarters,15.0,4.36,12,8.72
2597,healing,50.0,4.23,7,7.7
2598,healthiest,40.0,3.01,10,
2599,heard,10.0,5.27,5,
2600,hearing,13.333333333333334,4.82,7,
2601,heaviest,20.0,3.35,8,
2602,heavily,0.0,4.54,7,
2604,hectares,10.0,3.43,8,
2605,height,0.0,4.53,6,5.42
2606,held,15.0,5.24,4,
2607,helicopter,5.0,4.13,10,5.26
2608,helicopters,0.0,3.72,11,
2609,helmet,0.0,4.02,6,5.71
2610,helped,10.0,4.88,6,
2611,hemoglobin,20.0,2.92,10,13.45
2612,hence,30.0,4.38,5,
2613,herald,90.0,3.95,6,10.0
2614,heritages,70.0,2.18,9,
2615,heroine,10.0,3.53,7,10.68
2617,hidden,50.0,4.53,6,
2621,highlighted,60.0,3.89,11,
2622,highlighting,30.0,3.67,12,
2623,highlights,30.0,4.28,10,
2624,hike,30.0,3.95,4,9.4
2625,hill,10.0,4.82,4,3.47
2626,hired,20.0,4.41,5,
2627,historic,10.0,4.49,8,8.47
2628,historical,5.0,4.69,10,10.0
2629,historically,0.0,4.08,12,
2630,history,10.0,5.39,7,6.42
2631,hit,10.0,5.37,3,4.75
2632,hitting,10.0,4.46,7,
2634,holder,10.0,4.21,6,6.85
2635,holding,20.0,4.89,7,
2636,hole,10.0,4.66,4,5.05
2637,homepage,20.0,3.45,8,14.26
2638,homicide,90.0,3.8,8,12.94
2639,homicides,100.0,3.11,9,
2640,honeydew,20.0,2.4,8,7.56
2641,honor,23.333333333333332,4.69,5,7.89
2642,hooliganism,100.0,2.42,11,
2643,hoop,10.0,3.41,4,6.11
2644,hopes,10.0,4.4,5,
2645,horizon,43.333333333333336,4.07,7,8.3
2646,horn,10.0,4.14,4,4.84
2647,horror,10.0,4.43,6,7.58
2649,hospital,0.0,5.07,8,5.55
2651,hospitalize,10.0,1.77,11,7.83
2652,hospitalized,20.0,3.44,12,
2653,host,23.333333333333332,4.77,4,8.05
2654,hostile,50.0,4.07,7,9.9
2655,hostility,90.0,3.61,9,11.47
2656,hosts,10.0,4.23,5,
2657,house,10.0,5.71,5,3.16
2658,housed,23.333333333333332,3.69,6,
2659,households,60.0,4.13,10,
2660,housing,10.0,4.77,7,8.72
2661,hub,50.0,4.08,3,10.11
2662,huge,20.0,5.06,4,4.9
2664,hull,70.0,4.06,4,9.59
2665,humanity,5.0,4.32,8,9.28
2666,humankind,60.0,3.11,9,7.81
2667,humidity,50.0,3.83,8,9.8
2668,humor,0.0,4.19,5,7.17
2669,hung,10.0,4.21,4,
2670,hunt,30.0,4.49,4,6.06
2671,hunting,10.0,4.42,7,7.26
2672,hurdle,72.5,3.41,6,8.75
2673,hurting,60.0,4.11,7,
2675,hypothesize,70.0,2.5,11,12.21
2678,identified,21.666666666666668,4.63,10,
2679,ignited,100.0,3.23,7,
2680,ignore,10.0,4.48,6,6.74
2681,ignored,15.0,4.27,7,
2682,ignoring,30.0,4.04,8,
2683,illegal,5.0,4.68,7,9.21
2684,illegally,22.0,3.87,9,
2685,illegitimate,90.0,3.43,12,9.95
2686,illustrations,80.0,3.87,13,
2687,imam,0.0,3.5,4,15.8
2689,immediate,10.0,4.52,9,8.76
2690,immediately,10.0,4.98,11,
2691,immigrant,50.0,4.04,9,9.78
2692,immigrants,45.0,4.37,10,
2693,immigration,65.0,4.47,11,12.63
2694,imminently,100.0,2.35,10,
2695,immunity,75.0,3.91,8,12.26
2696,impact,40.0,4.92,6,9.95
2697,impasse,93.33333333333331,2.96,7,14.92
2698,impeach,20.0,3.1,7,12.06
2699,impeachment,100.0,3.59,11,11.82
2700,impede,80.0,3.14,6,13.26
2701,implement,100.0,4.2,9,12.11
2702,implementation,70.0,4.31,14,13.38
2703,implemented,50.0,4.23,11,
2704,importance,0.0,4.56,10,6.8
2705,impose,43.333333333333336,3.92,6,12.26
2706,imposed,60.0,4.16,7,
2707,imposing,80.0,3.73,8,
2708,impossible,5.0,4.78,10,7.32
2709,impoverished,100.0,3.35,12,13.26
2710,imprisoned,50.0,3.79,10,
2711,improperly,20.0,3.35,10,
2712,improvement,20.0,4.49,11,8.05
2713,impugned,100.0,2.1,8,
2715,inadequate,80.0,3.82,10,11.95
2716,inaugural,60.0,3.67,9,11.85
2718,inch,10.0,4.49,4,5.11
2719,incident,25.294117647058822,4.54,8,10.1
2720,incidents,35.0,4.15,9,
2721,incisors,90.0,2.53,8,
2722,include,10.0,5.21,7,6.47
2723,included,10.0,5.03,8,
2724,including,11.25,5.52,9,
2725,inclusion,30.0,4.02,9,12.18
2726,incoherent,80.0,3.09,10,13.84
2727,incoming,10.0,3.93,8,9.0
2728,inconclusive,100.0,3.13,12,12.32
2729,incontrovertible,60.0,2.46,16,13.25
2730,incorporated,50.0,4.2,12,
2731,increase,10.0,5.08,8,7.42
2732,increased,10.0,4.91,9,
2733,increasing,0.0,4.68,10,
2734,increasingly,8.571428571428571,4.38,12,
2735,incubated,100.0,2.83,9,
2736,incurred,90.0,3.6,8,
2737,indefinitely,35.0,3.65,12,
2738,independently,5.0,4.06,13,
2739,index,20.0,4.57,5,7.89
2740,indicate,20.0,4.35,8,9.74
2741,indicated,25.0,4.34,9,
2742,indicates,10.0,4.24,9,
2743,indicating,10.0,4.09,10,
2744,indication,40.0,4.06,10,12.0
2745,indigestion,90.0,2.84,11,10.11
2746,indignation,100.0,3.08,11,13.18
2747,indisputable,55.0,2.85,12,12.47
2748,individual,0.0,5.0,10,7.7
2749,individuals,10.0,4.81,11,
2750,industries,5.0,4.42,10,
2751,inevitable,90.0,4.08,10,11.6
2752,infamous,40.0,3.75,8,11.0
2753,infect,40.0,3.36,6,9.15
2754,infections,0.0,3.97,10,
2755,inflation,70.0,4.14,9,11.82
2756,influence,23.333333333333332,4.78,9,10.32
2757,information,11.25,5.43,11,7.19
2758,infrastructure,75.0,4.46,14,13.41
2759,infringement,100.0,3.61,12,13.28
2760,ingested,90.0,3.11,8,
2761,ingesting,100.0,2.8,9,
2762,inhabitants,70.0,4.07,11,
2763,injured,21.666666666666668,4.51,7,
2764,injuries,15.714285714285714,4.44,8,
2765,injury,3.3333333333333335,4.74,6,7.56
2766,ink,20.0,4.07,3,5.16
2767,inked,30.0,3.08,5,
2768,inland,60.0,3.83,6,
2769,inmates,40.0,3.84,7,
2770,inner,20.0,4.5,5,7.94
2771,innocent,38.0,4.45,8,5.95
2772,innovation,100.0,4.32,10,12.68
2773,innovations,90.0,3.73,11,
2774,inquiries,50.0,3.81,9,
2775,insect,0.0,3.76,6,4.75
2776,insects,0.0,4.02,7,
2777,insisted,23.333333333333332,4.06,8,
2778,insists,30.0,3.71,7,
2779,inspect,10.0,3.63,7,8.21
2780,inspected,20.0,3.51,9,
2781,inspection,8.0,4.14,10,8.47
2782,inspiration,60.0,4.41,11,10.67
2783,inspired,16.666666666666668,4.63,8,
2784,installment,50.0,3.58,11,
2785,instances,50.0,4.06,9,
2786,instar,60.0,2.34,6,
2787,instead,14.0,5.24,7,
2788,instrument,15.0,4.26,10,6.94
2789,insurance,5.0,4.94,9,11.4
2790,insurgency,66.0,3.31,10,15.41
2791,insurgent,80.0,3.2,9,13.88
2792,intake,30.0,3.98,6,12.84
2793,integral,23.333333333333332,3.96,8,14.33
2794,integrated,40.0,4.29,10,
2795,intends,30.0,3.69,7,
2796,intense,46.666666666666664,4.39,7,9.67
2797,intensified,70.0,3.46,11,
2798,intensify,80.0,3.16,9,13.0
2799,intensive,30.0,4.06,9,12.95
2800,intensively,60.0,2.87,11,
2801,intent,26.666666666666668,4.28,6,9.37
