Unnamed: 0,Complex_Phrase,complex_percentage,frequency,length,aoa,aoa_test_based,syllable_count
4139,sledge,40.0,3.07,6,10.06,4.0,1
2724,including,11.25,5.52,9,,4.0,2
2722,include,10.0,5.21,7,6.47,4.0,2
73,article,10.0,5.09,7,8.61,4.0,3
5912,pointed,0.0,4.46,7,,4.0,2
4141,slight,10.0,4.22,6,10.33,4.0,1
1337,base,2.0,5.05,4,6.42,4.0,1
5547,extra,10.0,4.98,5,6.11,4.0,2
1342,battery,20.0,4.52,7,5.58,4.0,3
2771,innocent,38.0,4.45,8,5.95,4.0,3
2768,inland,60.0,3.83,6,,4.0,2
2765,injury,3.3333333333333335,4.74,6,7.56,4.0,3
4114,signal,5.0,4.62,6,6.67,4.0,2
4123,similarity,30.0,3.58,10,8.89,4.0,5
4250,steady,23.333333333333332,4.31,6,6.7,4.0,2
4252,steep,30.0,3.99,5,8.0,4.0,1
2514,getaway,60.0,3.51,7,9.5,4.0,3
248,deputy,16.666666666666668,4.55,6,6.45,4.0,3
4333,sung,10.0,3.91,4,,4.0,1
4003,science,0.0,5.12,7,7.32,4.0,2
2502,gap,10.0,4.47,3,8.22,4.0,1
4002,schooling,15.0,3.73,9,6.37,4.0,2
4345,surround,10.0,3.79,8,8.05,4.0,2
2517,ginger,20.0,3.93,6,8.05,4.0,2
4323,suffering,20.0,4.53,9,,4.0,3
4314,succeed,10.0,4.29,7,8.16,4.0,2
4316,success,10.0,5.06,7,9.25,4.0,2
221,criminal,3.3333333333333335,4.75,8,6.78,4.0,3
4326,suggestion,40.0,4.23,10,9.89,4.0,3
2524,goal,5.0,5.06,4,6.89,4.0,1
2519,gliding,40.0,3.14,7,,4.0,2
2526,govern,0.0,3.67,6,9.53,4.0,2
4310,substitution,30.0,3.41,12,8.85,4.0,4
2915,led,15.0,5.11,3,,4.0,1
3996,scent,0.0,3.82,5,5.94,4.0,1
2924,lender,10.0,3.64,6,9.5,4.0,2
4374,tail,15.0,4.34,4,3.7,4.0,1
2927,length,0.0,4.77,6,6.05,4.0,1
2464,fought,10.0,4.49,6,,4.0,1
5788,word,0.0,5.26,4,4.42,4.0,1
4381,target,30.0,4.82,6,7.58,4.0,2
5515,task,10.0,4.65,4,7.89,4.0,1
4396,teenage,100.0,4.14,7,6.94,4.0,2
4398,teens,10.0,4.16,5,7.84,4.0,1
5846,strict,10.0,4.23,6,7.56,4.0,1
3437,pianist,60.0,3.48,7,7.94,4.0,2
2495,future,0.0,5.33,6,7.16,4.0,2
4353,suspicious,50.0,4.09,10,7.56,4.0,3
5856,waste,30.0,4.81,5,6.5,4.0,1
2488,funeral,40.0,4.37,7,7.28,4.0,3
5855,loss,5.0,5.07,4,5.0,4.0,1
5853,bomber,0.0,3.88,6,8.84,4.0,2
2480,frontier,40.0,3.97,8,8.86,4.0,2
2918,legal,10.0,5.08,5,9.17,4.0,2
2475,frequently,10.0,4.56,10,,4.0,3
4361,swollen,50.0,3.57,7,,4.0,2
3431,photograph,0.0,4.23,10,6.68,4.0,3
5862,apart,20.0,4.78,5,,4.0,2
4269,storage,20.0,4.57,7,7.56,4.0,2
4272,strain,45.0,4.15,6,8.63,4.0,1
4035,seek,10.0,4.61,4,6.94,4.0,1
2588,hardware,14.0,4.3,8,8.63,4.0,2
4277,straw,50.0,3.99,5,4.22,4.0,1
3654,purpose,20.0,4.88,7,8.37,4.0,2
5881,industry,0.0,5.19,8,10.44,4.0,3
4027,section,10.0,5.0,7,6.78,4.0,2
4268,stood,13.333333333333334,4.57,5,,4.0,1
2875,knuckle,30.0,3.22,7,5.94,4.0,2
192,clarinet,20.0,3.12,8,9.22,4.0,3
5529,certain,3.3333333333333335,5.16,7,8.2,4.0,2
2595,heading,10.0,4.48,7,,4.0,2
5565,figure,0.0,5.07,6,7.53,4.0,2
2600,hearing,13.333333333333334,4.82,7,,4.0,2
3408,penned,100.0,3.38,6,,4.0,2
2539,grateful,30.0,4.35,8,7.42,4.0,2
1380,bishop,0.0,4.38,6,10.5,4.0,2
5877,took,20.0,5.51,4,,4.0,1
3373,partially,0.0,4.19,9,,4.0,2
4291,struck,18.333333333333332,4.42,6,,4.0,1
4293,structure,15.0,4.84,9,9.45,4.0,2
4296,stuff,23.333333333333332,5.14,5,5.0,4.0,1
218,court,10.0,5.41,5,8.39,4.0,1
2900,launch,20.0,4.69,6,7.92,4.0,1
2541,gravity,10.0,4.21,7,8.39,4.0,3
2558,guilty,30.0,4.61,6,8.05,4.0,2
5567,loan,10.0,4.68,4,9.57,4.0,1
4284,striking,10.0,4.2,8,,4.0,2
4288,stroke,20.0,4.27,6,9.24,4.0,1
2568,guy,10.0,5.4,3,4.11,4.0,1
1383,blame,40.0,4.63,5,6.48,4.0,1
2562,gunman,10.0,3.32,6,8.94,4.0,2
2561,gunfire,10.0,3.53,7,7.52,4.0,2
2560,gunboat,10.0,2.46,7,10.69,4.0,2
2564,gunpowder,10.0,3.26,9,9.74,4.0,3
3776,regain,40.0,3.73,6,10.63,4.0,2
3772,refuse,10.0,4.39,6,9.33,4.0,2
1512,caution,0.0,3.97,7,6.22,4.0,2
5417,costs,15.0,4.96,5,,4.0,1
3114,monument,45.0,3.9,8,8.45,4.0,3
1801,copper,20.0,4.27,6,7.95,4.0,2
5230,sir,0.0,5.06,3,6.37,4.0,1
5225,simple,10.0,5.08,6,6.89,4.0,2
5680,tens,10.0,3.89,4,,4.0,1
1813,cosmetics,0.0,3.67,9,,4.0,3
1819,counter,20.0,4.56,7,7.11,4.0,2
3500,possibility,10.0,4.58,11,8.47,4.0,5
5687,town,3.3333333333333335,5.24,4,5.11,4.0,1
1832,crane,20.0,3.92,5,,4.0,1
5684,clear,0.0,5.25,5,5.8,4.0,1
923,university,0.0,5.39,10,10.72,4.0,5
929,vampire,10.0,4.03,7,7.16,4.0,2
5419,itself,10.0,5.1,6,,4.0,2
5681,main,5.0,5.24,4,6.55,4.0,1
3783,register,10.0,4.59,8,8.63,4.0,3
1797,cooperate,10.0,3.79,9,8.28,4.0,4
1793,convince,22.5,4.26,8,8.78,4.0,2
1772,contest,20.0,4.53,7,7.44,4.0,2
1771,contents,5.0,4.18,8,8.5,4.0,2
1525,century,0.0,5.02,7,7.0,4.0,3
1530,challenge,20.0,4.88,9,7.55,4.0,2
996,accidental,30.0,3.82,10,6.75,4.0,4
3751,reduce,10.0,4.73,6,8.44,4.0,2
1744,connection,5.0,4.76,10,8.0,4.0,3
5261,month,5.0,5.25,5,5.79,4.0,1
979,aboard,60.0,4.14,6,,4.0,2
981,abroad,23.333333333333332,4.39,6,,4.0,2
1178,appeal,26.666666666666668,4.67,6,10.21,4.0,2
3515,practice,5.0,5.06,8,6.24,4.0,2
5673,male,10.0,4.89,4,5.63,4.0,1
1780,contract,20.0,4.94,8,9.21,4.0,2
1779,continuous,20.0,4.21,10,11.39,4.0,4
1777,continue,5.0,5.08,8,7.53,4.0,3
1521,cemetery,20.0,4.06,8,7.78,4.0,4
3732,recently,10.0,5.02,8,,4.0,2
1843,crew,16.666666666666668,4.7,4,7.56,4.0,1
5598,been,7.142857142857143,6.27,4,,4.0,1
1900,decision,2.2222222222222223,5.09,8,7.57,4.0,3
3083,ministry,0.0,4.63,8,9.61,4.0,3
5143,naval,10.0,4.24,5,9.7,4.0,2
1895,decay,60.0,3.83,5,8.79,4.0,2
5701,writer,30.0,4.69,6,7.32,4.0,2
5697,mixed,5.0,4.64,5,,4.0,1
1883,deals,10.0,4.59,5,,4.0,1
5155,north,0.0,5.34,5,6.55,4.0,1
5145,sixth,5.0,4.38,5,,4.0,1
3585,proceed,30.0,4.18,7,8.33,4.0,2
5081,officer,4.0,5.03,7,6.5,4.0,3
1935,delay,10.0,4.4,5,8.78,4.0,2
3826,replace,0.0,4.58,7,7.2,4.0,2
3076,military,3.636363636363636,5.2,8,8.2,4.0,4
1506,cast,50.0,4.79,4,7.24,4.0,1
5105,medal,0.0,4.39,5,6.83,4.0,2
5106,freedom,0.0,4.86,7,7.05,4.0,2
5107,supplies,10.0,4.48,8,,4.0,2
5713,must,0.0,5.68,4,4.58,4.0,1
5710,mountain,0.0,4.73,8,6.15,4.0,2
3077,million,5.0,5.33,7,6.47,4.0,2
1916,defeat,20.0,4.51,6,8.74,4.0,2
1864,cushion,25.0,3.58,7,5.53,4.0,2
5165,saint,0.0,4.41,5,,4.0,1
5169,bin,0.0,4.22,3,4.68,4.0,1
5174,our,5.555555555555555,6.14,3,,4.0,1
5175,empire,0.0,4.54,6,8.44,4.0,2
1854,crossroads,40.0,3.48,10,,4.0,2
5178,polish,0.0,4.29,6,8.06,4.0,2
1868,damage,10.0,4.9,6,7.2,4.0,2
5600,naked,3.3333333333333335,4.43,5,4.68,4.0,2
862,sweat,10.0,4.14,5,7.26,4.0,1
1877,dawn,30.0,4.27,4,7.0,4.0,1
3808,remainder,40.0,4.03,9,8.0,4.0,3
3806,religious,0.0,4.85,9,7.84,4.0,3
1187,appetite,80.0,3.87,8,8.83,4.0,3
3801,release,20.0,5.09,7,8.53,4.0,2
1182,appearance,30.0,4.69,10,8.83,4.0,3
3798,relationship,0.0,5.15,12,9.11,4.0,4
5666,than,0.0,6.13,4,,4.0,1
5369,problem,7.5,5.4,7,6.06,4.0,2
3717,reason,10.0,5.32,6,7.84,4.0,2
1081,agriculture,10.0,4.37,11,10.32,4.0,4
1140,ancient,20.0,4.68,7,8.26,4.0,2
1138,ancestors,50.0,3.98,9,,4.0,3
5372,public,6.666666666666667,5.57,6,8.47,4.0,2
3577,private,10.0,5.19,7,6.16,4.0,2
1633,combat,20.90909090909091,4.56,6,10.33,4.0,2
1636,comedian,20.0,3.96,8,8.89,4.0,3
3572,principal,10.0,4.52,9,5.58,4.0,3
5362,lines,20.0,4.95,5,,4.0,1
5366,things,10.0,5.74,6,,4.0,1
1648,commercial,7.5,4.92,10,6.17,4.0,3
1545,charity,10.0,4.45,7,7.63,4.0,3
1638,comedy,15.0,4.51,6,8.11,4.0,3
1133,amusement,40.0,3.74,9,8.79,4.0,4
1601,closer,10.0,4.73,6,,4.0,2
1585,classmate,10.0,3.34,9,7.15,4.0,2
5388,should,0.0,5.99,6,,4.0,1
3155,murderous,10.0,3.37,9,9.89,4.0,3
1122,aluminum,10.0,4.01,8,7.26,4.0,4
5619,figures,5.0,4.73,7,,4.0,3
3575,prisoner,0.0,4.2,8,8.0,4.0,3
1590,clearance,50.0,3.96,9,8.95,4.0,2
1657,communicate,10.0,4.2,11,7.63,4.0,4
5625,forth,10.0,4.4,5,,4.0,1
1594,cliff,40.0,4.1,5,,4.0,1
5630,limit,0.0,4.7,5,6.3,4.0,2
5378,thought,6.666666666666667,5.59,7,,4.0,1
1090,aircraft,20.0,4.64,8,7.61,4.0,2
1129,ambulance,10.0,4.06,9,6.16,4.0,3
5380,usual,5.0,4.62,5,8.89,4.0,3
1101,alert,10.0,4.33,5,8.9,4.0,2
5384,pressure,8.571428571428571,5.01,8,8.95,4.0,2
5628,might,0.0,5.66,5,,4.0,1
3127,moss,10.0,3.89,4,,4.0,1
1658,communication,0.0,4.68,13,8.47,4.0,5
3138,mounted,20.0,4.26,7,,4.0,2
3726,recall,10.0,4.4,6,11.45,4.0,2
1708,concert,45.0,4.55,7,8.95,4.0,2
5406,bang,20.0,4.32,4,5.74,4.0,1
1715,concrete,0.0,4.44,8,7.44,4.0,2
5661,leather,10.0,4.35,7,7.25,4.0,2
3135,mount,10.0,4.47,5,8.53,4.0,1
3539,preparation,0.0,4.32,11,9.33,4.0,4
1156,annually,30.0,4.16,8,,4.0,3
3705,rate,0.0,5.14,4,8.84,4.0,1
5604,happening,0.0,4.8,9,,4.0,3
1005,accuse,33.333333333333336,3.71,6,9.1,4.0,2
1009,achieve,0.0,4.57,7,8.53,4.0,2
5664,lengthy,10.0,3.85,7,9.11,4.0,2
1171,anxious,20.0,4.09,7,10.21,4.0,2
5272,tour,0.0,4.99,4,7.17,4.0,1
5274,transport,0.0,4.68,9,10.38,4.0,2
5292,us,3.0,6.04,2,,4.0,1
1155,annual,5.0,4.94,6,9.26,4.0,3
1042,admit,20.0,4.58,5,7.56,4.0,2
5401,being,10.0,5.95,5,,4.0,2
1148,anniversary,20.0,4.53,11,7.33,4.0,5
1664,companion,10.0,4.13,9,9.58,4.0,3
5638,fine,0.0,5.23,4,7.44,4.0,1
1660,community,2.857142857142857,5.34,9,7.28,4.0,4
1680,complaint,16.666666666666668,4.32,9,7.84,4.0,2
1055,advise,0.0,4.09,6,8.89,4.0,2
1044,adopt,0.0,4.19,5,7.83,4.0,2
1046,adoption,35.0,4.17,8,7.79,4.0,3
1047,advance,10.0,4.65,7,8.35,4.0,2
1048,advanced,0.0,4.71,8,9.05,4.0,2
1150,announce,15.0,4.26,8,9.48,4.0,2
1692,compound,29.0,4.18,8,11.26,4.0,2
1690,composer,50.0,3.85,8,9.33,4.0,3
1052,advertisement,10.0,3.84,13,7.67,4.0,4
5649,jumbo,5.0,3.38,5,7.78,4.0,2
2119,dried,20.0,4.04,5,,4.0,1
687,precious,10.0,4.33,8,7.57,4.0,2
4906,tool,0.0,4.56,4,5.37,4.0,1
1218,arrangement,50.0,4.25,11,9.89,4.0,3
1216,arose,35.0,3.73,5,,4.0,2
3467,pledge,50.0,4.0,6,7.17,4.0,1
1460,built,10.0,5.07,5,,4.0,1
1223,arrival,5.0,4.44,7,8.06,4.0,3
637,outgoing,15.0,3.59,8,8.11,4.0,2
1452,brought,15.0,5.16,7,,4.0,1
3326,overdue,40.0,3.5,7,7.78,4.0,2
4898,cape,10.0,4.3,4,,4.0,1
1456,budget,13.333333333333334,4.82,6,10.05,4.0,2
1214,arms,5.0,4.82,4,,4.0,1
3850,research,12.857142857142858,5.39,8,8.33,4.0,2
5749,past,10.0,5.36,4,6.78,4.0,1
1475,cabinet,8.0,4.49,7,6.06,4.0,3
5448,its,3.5714285714285716,6.14,3,,4.0,1
3323,outstanding,70.0,4.5,11,7.22,4.0,3
5746,partly,10.0,4.3,6,,4.0,2
1479,campaign,36.25,5.0,8,12.55,4.0,2
1206,arena,20.0,4.33,5,9.57,4.0,3
5445,such,0.0,5.84,4,,4.0,1
5742,sense,3.3333333333333335,5.19,5,7.32,4.0,1
747,reserve,0.0,4.6,7,10.22,4.0,2
3875,respect,10.0,5.03,7,8.5,4.0,2
4946,fort,0.0,4.45,4,,4.0,1
5450,final,11.666666666666666,5.28,5,6.58,4.0,2
3037,meant,13.333333333333334,4.94,5,,4.0,1
1212,armored,46.0,3.62,7,9.5,4.0,3
2111,draft,35.0,4.61,5,7.58,4.0,1
2109,downtown,40.0,4.4,8,,4.0,2
2105,doubt,13.333333333333334,4.9,5,8.79,4.0,1
5455,times,5.0,5.56,5,6.7,4.0,1
714,quartet,0.0,3.54,7,9.0,4.0,2
3590,produce,0.0,4.78,7,7.75,4.0,2
1474,butcher,70.0,3.75,7,7.9,4.0,2
3317,outlet,10.0,4.0,6,8.32,4.0,2
5462,way,20.0,6.01,3,5.39,4.0,1
5785,power,10.0,5.52,5,7.48,4.0,2
1427,brand,10.0,4.83,5,7.72,4.0,1
5474,or,4.0,6.54,2,,4.0,1
2160,effort,25.0,4.92,6,8.16,4.0,2
559,missile,10.0,4.14,7,7.22,4.0,2
3881,responsible,6.666666666666667,4.88,11,10.15,4.0,4
5786,real,11.333333333333332,5.6,4,4.95,4.0,2
2179,emergency,10.0,4.72,9,5.94,4.0,4
2174,elsewhere,16.0,4.46,9,,4.0,2
3899,retirement,20.0,4.53,10,9.11,4.0,3
3340,owing,30.0,3.73,5,,4.0,2
5471,interest,8.333333333333334,5.17,8,7.37,4.0,3
1233,aside,13.333333333333334,4.59,5,,4.0,2
2137,duty,10.0,4.71,4,7.15,4.0,2
626,operation,10.0,4.92,9,7.84,4.0,4
1232,ashore,70.0,3.52,6,,4.0,2
1446,broke,10.0,4.85,5,,4.0,1
1230,artistic,5.0,4.17,8,9.17,4.0,3
1434,brief,10.0,4.52,5,8.44,4.0,1
3032,masterpiece,100.0,3.81,11,9.56,4.0,3
1435,briefly,35.0,4.22,7,,4.0,2
4833,professor,5.0,4.9,9,10.89,4.0,3
2145,ease,0.0,4.34,4,9.11,4.0,1
2144,earnings,10.0,4.27,8,8.06,4.0,2
1439,broad,20.0,4.53,5,10.5,4.0,1
5741,which,0.0,6.3,5,,4.0,1
5556,voter,10.0,4.11,5,7.89,4.0,2
3190,nearby,12.5,4.55,6,,4.0,2
804,sheriff,0.0,4.16,7,6.0,4.0,2
1994,determined,37.5,4.64,10,,4.0,3
801,shelf,10.0,4.02,5,5.5,4.0,1
2002,develop,10.0,4.75,7,7.28,4.0,3
2060,dismiss,40.0,3.85,7,8.15,4.0,2
5731,support,5.0,5.53,7,8.53,4.0,2
3044,medical,0.0,5.16,7,8.68,4.0,3
1204,architecture,30.0,4.42,12,10.06,4.0,4
1493,capital,2.2222222222222223,5.01,7,8.1,4.0,3
774,swat,14.0,3.46,4,7.25,4.0,1
1491,capable,5.0,4.61,7,9.16,4.0,3
788,secretary,0.0,4.95,9,7.75,4.0,4
3830,report,0.0,5.32,6,6.6,4.0,2
5024,speedway,0.0,3.23,8,9.0,4.0,2
5026,code,0.0,5.08,4,8.11,4.0,1
5716,natural,6.0,5.11,7,8.5,4.0,3
1495,capture,30.0,4.42,7,6.39,4.0,2
836,stadium,0.0,4.63,7,7.0,4.0,3
5438,chance,10.0,5.26,6,7.78,4.0,1
3488,popular,0.0,5.07,7,6.61,4.0,3
3828,replacement,36.666666666666664,4.44,11,9.74,4.0,3
1960,deposit,0.0,4.24,7,8.65,4.0,3
5028,search,7.5,4.96,6,8.72,4.0,1
1967,desert,0.0,4.4,6,8.35,4.0,2
5722,skies,30.0,3.91,5,,4.0,1
1966,description,10.0,4.73,11,8.8,4.0,3
757,riot,28.0,4.09,4,9.95,4.0,2
5551,facing,26.0,4.5,6,,4.0,2
2031,direction,10.0,4.93,9,6.68,4.0,3
2052,discussion,0.0,4.71,10,7.4,4.0,3
2035,disappoint,10.0,3.67,10,7.0,4.0,3
2038,disaster,55.0,4.39,8,8.22,4.0,3
5738,works,10.0,5.29,5,,4.0,1
2054,disease,10.0,4.9,7,7.55,4.0,2
3782,region,0.0,5.0,6,9.14,6.0,2
4073,severely,10.0,4.1,8,,6.0,2
4072,severe,0.0,4.56,6,9.05,6.0,2
3964,ruling,10.0,4.29,6,9.89,6.0,2
3438,pictorial,40.0,3.22,9,12.89,6.0,3
3599,project,10.0,5.22,7,9.0,6.0,2
3662,qualify,50.0,4.19,7,10.05,6.0,3
3493,portion,0.0,4.53,7,8.39,6.0,2
3711,reaction,10.0,4.73,8,8.3,6.0,3
3835,represent,10.0,4.58,9,10.33,6.0,3
4068,setting,10.0,4.77,7,,6.0,2
3651,purchase,14.0,4.71,8,8.11,6.0,2
3497,position,10.0,5.21,8,8.72,6.0,3
3394,patrol,15.0,4.14,6,8.56,6.0,2
3596,progress,30.0,4.78,8,9.0,6.0,2
3586,proceeding,30.0,3.66,10,,6.0,3
3611,proper,0.0,4.72,6,7.63,6.0,2
3953,roughly,27.5,4.36,7,,6.0,1
4031,secure,10.0,4.64,6,8.42,6.0,2
3877,respond,10.0,4.53,7,8.84,6.0,2
3811,remains,7.5,4.8,7,,6.0,2
3918,rheumatism,70.0,2.62,10,13.57,6.0,3
3469,plot,10.0,4.58,4,8.65,6.0,1
3844,require,0.0,4.78,7,8.67,6.0,2
3421,permanent,0.0,4.57,9,7.75,6.0,3
3514,practically,10.0,4.19,11,,6.0,4
3510,pounce,50.0,2.97,6,9.06,6.0,1
3820,renew,10.0,3.73,5,10.06,6.0,2
3576,privacy,15.0,4.36,7,7.84,6.0,3
3974,safeguard,70.0,3.55,9,11.0,6.0,3
3902,retreat,70.0,4.13,7,10.53,6.0,2
3703,rare,0.0,4.77,4,7.45,6.0,1
3987,satellite,10.0,4.33,9,11.68,6.0,3
4000,scheme,5.0,4.57,6,9.65,6.0,1
3814,reminder,20.0,4.12,8,7.5,6.0,3
3967,runway,30.0,3.92,6,8.35,6.0,2
3841,request,20.0,4.76,7,8.74,6.0,2
3592,profile,10.0,4.82,7,9.0,6.0,2
3765,reform,20.714285714285715,4.53,6,12.74,6.0,2
4024,secrecy,25.0,3.57,7,8.89,6.0,3
3969,sacrifice,70.0,4.29,9,9.61,6.0,3
3879,response,8.88888888888889,5.03,8,7.22,6.0,2
3880,responsibility,10.0,4.75,14,6.89,6.0,6
3770,refugee,50.0,3.98,7,10.56,6.0,3
3991,scandal,60.0,4.17,7,10.83,6.0,2
3816,removal,10.0,4.35,7,6.63,6.0,3
3607,pronunciation,10.0,3.51,13,8.38,6.0,4
4076,shaken,30.0,3.6,6,,6.0,2
3423,peroxide,0.0,3.13,8,9.84,6.0,3
3489,populated,20.0,3.79,9,,6.0,4
3780,regardless,70.0,4.48,10,,6.0,3
3409,percentage,10.0,4.48,10,10.26,6.0,3
3566,primarily,0.0,4.48,9,,6.0,4
3609,prop,20.0,3.77,4,10.83,6.0,1
4057,sergeant,0.0,4.11,8,9.0,6.0,2
4058,serial,0.0,4.23,6,10.42,6.0,3
3787,regulation,10.0,4.38,10,11.06,6.0,4
4016,sculpture,20.0,3.92,9,7.47,6.0,2
3790,reign,50.0,4.07,5,9.42,6.0,1
3704,rarely,15.0,4.42,6,,6.0,2
4059,series,13.333333333333334,5.35,6,9.05,6.0,2
3433,physical,0.0,4.94,8,8.16,6.0,3
3543,presence,5.454545454545454,4.73,8,9.17,6.0,2
3403,pedestrian,70.0,3.71,10,9.75,6.0,3
4060,serious,0.0,5.1,7,6.58,6.0,3
4062,seriousness,30.0,3.56,11,8.1,6.0,3
3871,resort,3.3333333333333335,4.37,6,9.28,6.0,2
3747,recovery,15.0,4.58,8,8.05,6.0,4
3854,resemble,90.0,3.73,8,10.05,6.0,3
4048,senior,20.0,4.92,6,8.26,6.0,2
3532,prediction,40.0,3.96,10,9.68,6.0,3
3731,recent,7.5,5.04,6,8.13,6.0,2
3738,recognizable,60.0,3.45,12,8.58,6.0,5
3958,routine,25.0,4.37,7,9.26,6.0,2
3739,recognize,30.0,4.52,9,8.89,6.0,3
3858,residence,24.0,4.36,9,9.11,6.0,3
3860,resident,26.666666666666668,4.38,8,8.47,6.0,3
3517,praise,10.0,4.31,6,7.95,6.0,1
3658,pursuit,40.0,4.12,7,10.44,6.0,2
4033,security,3.636363636363636,5.2,8,8.06,6.0,4
3564,prey,10.0,3.98,4,9.42,6.0,1
3581,probably,10.0,5.37,8,,6.0,3
3565,priest,10.0,4.33,6,7.1,6.0,1
3804,reliable,53.333333333333336,4.29,8,9.32,6.0,4
3942,role,20.0,5.16,4,6.65,6.0,1
3718,reasonable,10.0,4.59,10,8.32,6.0,4
3588,process,13.333333333333334,5.26,7,10.7,6.0,2
3398,payroll,90.0,3.76,7,12.79,6.0,2
3756,reference,10.0,4.74,9,8.67,6.0,3
3547,preserve,40.0,4.19,8,9.63,6.0,2
3692,rally,26.0,4.34,5,10.75,6.0,2
3562,previous,6.666666666666667,5.0,8,8.44,6.0,3
3874,resources,20.0,4.91,9,,6.0,3
3700,rape,2.5,4.48,4,10.74,6.0,1
3797,relations,1.4285714285714286,4.67,9,,6.0,3
3720,rebel,28.333333333333332,4.08,5,9.95,6.0,2
3479,political,2.5,5.29,9,9.83,6.0,4
3723,rebound,70.0,3.53,7,9.39,6.0,2
3847,rescue,50.0,4.48,6,7.17,6.0,2
3485,polls,10.0,4.1,5,,6.0,1
3693,rampage,60.0,3.4,7,10.14,6.0,2
3622,protest,16.666666666666668,4.45,7,9.11,6.0,2
4083,sharply,10.0,3.89,7,,6.0,1
5500,whether,10.0,5.32,7,,6.0,2
5485,politics,20.0,4.87,8,9.37,6.0,3
5457,ends,5.0,4.75,4,,6.0,1
5434,carbon,20.0,4.55,6,10.55,6.0,2
5432,ad,10.0,4.76,2,8.22,6.0,1
5506,losses,10.0,4.45,6,,6.0,2
5509,reduction,25.0,4.39,9,11.26,6.0,3
5528,papers,0.0,4.61,6,,6.0,2
5517,direct,10.0,4.91,6,9.68,6.0,2
5418,bracing,10.0,3.12,7,,6.0,2
5416,unusual,5.0,4.45,7,8.56,6.0,4
5289,bases,5.0,4.18,5,,6.0,2
5268,thus,10.0,4.91,4,,6.0,1
5257,supreme,0.0,4.69,7,8.47,6.0,2
5246,standard,0.0,5.03,8,9.2,6.0,2
5220,unit,2.0,4.95,4,7.79,6.0,2
5385,society,10.0,5.17,7,8.7,6.0,4
5376,aqua,30.0,3.43,4,,6.0,2
5834,sets,20.0,4.69,4,,6.0,1
5829,tone,13.333333333333334,4.49,4,7.67,6.0,1
5815,minutes,0.0,5.31,7,,6.0,3
5901,deposits,0.0,4.0,8,,6.0,3
5896,user,0.0,4.69,4,9.57,6.0,2
5880,touched,20.0,4.3,7,,6.0,2
5868,stands,10.0,4.61,6,,6.0,1
5865,tense,0.0,3.95,5,9.35,6.0,1
5859,taking,0.0,5.39,6,,6.0,2
5848,strongly,0.0,4.47,8,,6.0,2
5654,lack,10.0,4.92,4,8.28,6.0,1
5650,aware,10.0,4.78,5,6.75,6.0,2
5637,exports,10.0,4.09,7,,6.0,2
5636,import,10.0,4.1,6,10.37,6.0,2
5634,comment,0.0,4.88,7,8.84,6.0,2
5612,sides,20.0,4.73,5,,6.0,1
5609,taken,3.3333333333333335,5.33,5,,6.0,2
5730,were,0.0,6.34,4,,6.0,1
5725,noble,10.0,4.24,5,10.67,6.0,2
5712,event,10.0,5.18,5,7.81,6.0,2
5700,mobile,30.0,4.85,6,8.72,6.0,2
5688,maximum,0.0,4.6,7,7.6,6.0,3
4370,tackle,62.5,4.15,6,9.3,6.0,2
4365,sympathy,50.0,4.01,8,8.79,6.0,3
4358,swipe,100.0,3.58,5,9.63,6.0,1
4352,suspicion,56.0,3.97,9,10.21,6.0,3
4348,survival,30.0,4.37,8,8.47,6.0,3
4342,surgery,15.0,4.63,7,7.68,6.0,3
4338,supposed,10.0,4.91,8,8.67,6.0,2
4334,supply,10.0,4.81,6,8.73,6.0,2
4328,suitable,10.0,4.38,8,9.78,6.0,3
4327,suicide,16.0,4.62,7,10.16,6.0,3
4320,suction,40.0,3.36,7,9.42,6.0,2
4318,successful,0.0,4.94,10,8.56,6.0,3
4312,suburbs,40.0,3.96,7,,6.0,2
4302,subject,0.0,4.96,7,7.3,6.0,2
4297,stuffing,40.0,3.47,8,,6.0,2
4294,struggle,27.5,4.62,8,9.8,6.0,2
4476,topple,100.0,2.95,6,7.37,6.0,2
4470,token,10.0,3.82,5,7.58,6.0,2
4466,tiring,24.0,3.37,6,7.55,6.0,2
4452,throughout,27.5,4.99,10,,6.0,2
4451,throttle,90.0,3.47,8,10.61,6.0,2
4441,threaten,80.0,3.94,8,8.95,6.0,2
4427,themselves,0.0,5.16,10,,6.0,2
4423,text,10.0,5.01,4,7.78,6.0,1
4421,terrorist,10.0,4.35,9,12.76,6.0,3
4418,territorial,5.0,3.91,11,10.11,6.0,4
4416,terrain,80.0,3.94,7,10.95,6.0,2
4411,term,10.0,5.23,4,8.28,6.0,1
4406,tension,0.0,4.22,7,9.72,6.0,2
4393,technique,0.0,4.47,9,11.9,6.0,2
4373,tactics,40.0,4.17,7,,6.0,2
4173,sought,33.75,4.49,6,,6.0,1
4171,soprano,20.0,3.31,7,11.44,6.0,3
4162,solution,6.666666666666667,4.84,8,9.0,6.0,3
4138,slaughter,60.0,3.84,9,9.56,6.0,2
4130,situation,10.0,5.09,9,9.26,6.0,4
4127,singly,50.0,2.73,6,,6.0,2
4100,shortly,10.0,4.47,7,,6.0,2
4184,specially,0.0,4.01,9,,6.0,3
4196,spiking,20.0,2.78,7,,6.0,2
4201,spokesman,35.26315789473684,3.79,9,9.05,6.0,2
